,DIN_0,DIN_1,DIN_2
2005-11-05,19.04746530521855,19.04746530521855,19.04746530521855
2005-11-06,18.19352943055386,18.19352943055386,18.19352943055386
2005-11-07,17.31334409938663,17.31334409938663,17.31334409938663
2005-11-08,16.42911216986013,16.42911216986013,16.42911216986013
2005-11-09,15.557054819190519,15.557054819190519,15.557054819190519
2005-11-10,14.708633532514943,14.708633532514943,14.708633532514943
2005-11-11,13.891603179183694,13.891603179183694,13.891603179183694
2005-11-12,13.11088585954461,13.11088585954461,13.11088585954461
2005-11-13,12.369276643756484,12.369276643756484,12.369276643756484
2005-11-14,11.668001976963273,11.668001976963273,11.668001976963273
2005-11-15,11.00715436317113,11.00715436317113,11.00715436317113
2005-11-16,10.386026146458725,10.386026146458725,10.386026146458725
2005-11-17,17.94838660855225,17.94838660855225,17.94838660855225
2005-11-18,25.74842110160749,25.74842110160749,25.74842110160749
2005-11-19,31.406499853779785,31.406499853779785,31.406499853779785
2005-11-20,34.05116963680334,34.05116963680334,34.05116963680334
2005-11-21,34.253842325035194,34.253842325035194,34.253842325035194
2005-11-22,32.91394982440739,32.91394982440739,32.91394982440739
2005-11-23,30.773284232621386,30.773284232621386,30.773284232621386
2005-11-24,28.3221987285678,28.3221987285678,28.3221987285678
2005-11-25,25.845749688730592,25.845749688730592,25.845749688730592
2005-11-26,23.492238181463,23.492238181463,23.492238181463
2005-11-27,21.32794096095762,21.32794096095762,21.32794096095762
2005-11-28,19.373368631189233,19.373368631189233,19.373368631189233
2005-11-29,17.625225929984342,17.625225929984342,17.625225929984342
2005-11-30,16.069029277115433,16.069029277115433,16.069029277115433
2005-12-01,14.68597393804753,14.68597393804753,14.68597393804753
2005-12-02,13.456505357339857,13.456505357339857,13.456505357339857
2005-12-03,12.362051324286968,12.362051324286968,12.362051324286968
2005-12-04,11.385740509061785,11.385740509061785,11.385740509061785
2005-12-05,10.512669582021918,10.512669582021918,10.512669582021918
2005-12-06,9.729825655704756,9.729825655704756,9.729825655704756
2005-12-07,9.02594227914468,9.02594227914468,9.02594227914468
2005-12-08,8.391301506257754,8.391301506257754,8.391301506257754
2005-12-09,7.817531542776749,7.817531542776749,7.817531542776749
2005-12-10,7.297417711421974,7.297417711421974,7.297417711421974
2005-12-11,6.824733854059282,6.824733854059282,6.824733854059282
2005-12-12,6.394095834313448,6.394095834313448,6.394095834313448
2005-12-13,6.00083616433947,6.00083616433947,6.00083616433947
2005-12-14,5.6408976469403695,5.6408976469403695,5.6408976469403695
2005-12-15,5.3107435765352236,5.3107435765352236,5.3107435765352236
2005-12-16,5.007282079724791,5.007282079724791,5.007282079724791
2005-12-17,4.727802397980386,4.727802397980386,4.727802397980386
2005-12-18,4.469921180448788,4.469921180448788,4.469921180448788
2005-12-19,4.231537142216663,4.231537142216663,4.231537142216663
2005-12-20,4.0107927033796695,4.0107927033796695,4.0107927033796695
2005-12-21,3.8060414536174014,3.8060414536174014,3.8060414536174014
2005-12-22,3.6158204831504643,3.6158204831504643,3.6158204831504643
2005-12-23,3.438826785815747,3.438826785815747,3.438826785815747
2005-12-24,3.2738964407530244,3.2738964407530244,3.2738964407530244
2005-12-25,3.119989410258729,3.119989410258729,3.119989410258729
2005-12-26,2.976172289654182,2.976172289654182,2.976172289654182
2005-12-27,2.841606360098411,2.841606360098411,2.841606360098411
2005-12-28,2.7155364744251704,2.7155364744251704,2.7155364744251704
2005-12-29,2.5972814171858407,2.5972814171858407,2.5972814171858407
2005-12-30,2.4862255161487434,2.4862255161487434,2.4862255161487434
2005-12-31,2.381811348424778,2.381811348424778,2.381811348424778
2006-01-01,2.2835333536308737,2.2835333536308737,2.2835333536308737
2006-01-02,2.1909322399512323,2.1909322399512323,2.1909322399512323
2006-01-03,2.1035900734482786,2.1035900734482786,2.1035900734482786
2006-01-04,2.0211259511444184,2.0211259511444184,2.0211259511444184
2006-01-05,1.9431922023577841,1.9431922023577841,1.9431922023577841
2006-01-06,1.8694709676976171,1.8694709676976171,1.8694709676976171
2006-01-07,1.79967135113287,1.79967135113287,1.79967135113287
2006-01-08,1.733526690960698,1.733526690960698,1.733526690960698
2006-01-09,2.2131360716172983,2.2131360716172983,2.2131360716172983
2006-01-10,3.1669905671133933,3.1669905671133933,3.1669905671133933
2006-01-11,6.315238978002509,6.315238978002509,6.315238978002509
2006-01-12,37.66798340233607,37.66798340233607,37.66798340233607
2006-01-13,70.70035997780245,70.70035997780245,70.70035997780245
2006-01-14,97.4713409883992,97.4713409883992,97.4713409883992
2006-01-15,114.68803956190328,114.68803956190328,114.68803956190328
2006-01-16,122.86893607451674,122.86893607451674,122.86893607451674
2006-01-17,123.94546817078152,123.94546817078152,123.94546817078152
2006-01-18,120.08919048845193,120.08919048845193,120.08919048845193
2006-01-19,113.19879344689593,113.19879344689593,113.19879344689593
2006-01-20,104.72744449420823,104.72744449420823,104.72744449420823
2006-01-21,95.68574406035808,95.68574406035808,95.68574406035808
2006-01-22,86.72009272929994,86.72009272929994,86.72009272929994
2006-01-23,78.20838179070215,78.20838179070215,78.20838179070215
2006-01-24,70.34515466054367,70.34515466054367,70.34515466054367
2006-01-25,63.20730970955851,63.20730970955851,63.20730970955851
2006-01-26,56.80064817077524,56.80064817077524,56.80064817077524
2006-01-27,51.8235107775761,51.8235107775761,51.8235107775761
2006-01-28,70.40724282037755,70.40724282037755,70.40724282037755
2006-01-29,83.48030824851705,83.48030824851705,83.48030824851705
2006-01-30,89.35940346573547,89.35940346573547,89.35940346573547
2006-01-31,89.06522669685621,89.06522669685621,89.06522669685621
2006-02-01,84.9284026629975,84.9284026629975,84.9284026629975
2006-02-02,78.88575355673647,78.88575355673647,78.88575355673647
2006-02-03,72.1792994738331,72.1792994738331,72.1792994738331
2006-02-04,65.5040761783485,65.5040761783485,65.5040761783485
2006-02-05,59.20740428984387,59.20740428984387,59.20740428984387
2006-02-06,53.43679004950478,53.43679004950478,53.43679004950478
2006-02-07,48.23217207365991,48.23217207365991,48.23217207365991
2006-02-08,43.57908953168373,43.57908953168373,43.57908953168373
2006-02-09,39.437949282458916,39.437949282458916,39.437949282458916
2006-02-10,35.7596864390448,35.7596864390448,35.7596864390448
2006-02-11,32.49377627160978,32.49377627160978,32.49377627160978
2006-02-12,29.592141005398595,29.592141005398595,29.592141005398595
2006-02-13,27.010849119015756,27.010849119015756,27.010849119015756
2006-02-14,24.710660291995847,24.710660291995847,24.710660291995847
2006-02-15,22.656978175247584,22.656978175247584,22.656978175247584
2006-02-16,30.148149006874892,30.148149006874892,30.148149006874892
2006-02-17,32.58565479334684,32.58565479334684,32.58565479334684
2006-02-18,33.49227969317335,33.49227969317335,33.49227969317335
2006-02-19,33.470475074326934,33.470475074326934,33.470475074326934
2006-02-20,32.87924458410839,32.87924458410839,32.87924458410839
2006-02-21,31.933310008437687,31.933310008437687,31.933310008437687
2006-02-22,30.7659589459614,30.7659589459614,30.7659589459614
2006-02-23,29.464240623702448,29.464240623702448,29.464240623702448
2006-02-24,33.893497997599944,33.893497997599944,33.893497997599944
2006-02-25,37.81623952773735,37.81623952773735,37.81623952773735
2006-02-26,40.91862443985538,40.91862443985538,40.91862443985538
2006-02-27,42.801804246768604,42.801804246768604,42.801804246768604
2006-02-28,43.46878652899362,43.46878652899362,43.46878652899362
2006-03-01,46.06898599698597,46.06898599698597,46.06898599698597
2006-03-02,47.139860118936014,47.139860118936014,47.139860118936014
2006-03-03,46.956356349836675,46.956356349836675,46.956356349836675
2006-03-04,45.67828253724396,45.67828253724396,45.67828253724396
2006-03-05,43.62692228200443,43.62692228200443,43.62692228200443
2006-03-06,41.11694497059101,41.11694497059101,41.11694497059101
2006-03-07,50.68226649988588,50.68226649988588,50.68226649988588
2006-03-08,54.65493516452149,54.65493516452149,54.65493516452149
2006-03-09,224.28725669006522,224.28725669006522,224.28725669006522
2006-03-10,411.73075653977423,411.73075653977423,411.73075653977423
2006-03-11,465.5844069036094,465.5844069036094,465.5844069036094
2006-03-12,430.31344419934993,430.31344419934993,430.31344419934993
2006-03-13,367.2916248503739,367.2916248503739,367.2916248503739
2006-03-14,304.9749568573191,304.9749568573191,304.9749568573191
2006-03-15,251.91817582436346,251.91817582436346,251.91817582436346
2006-03-16,208.96410417252403,208.96410417252403,208.96410417252403
2006-03-17,174.6852142634917,174.6852142634917,174.6852142634917
2006-03-18,147.31628135026278,147.31628135026278,147.31628135026278
2006-03-19,125.31887978273166,125.31887978273166,125.31887978273166
2006-03-20,108.9252393548806,108.9252393548806,108.9252393548806
2006-03-21,95.31153402265048,95.31153402265048,95.31153402265048
2006-03-22,83.7328832403152,83.7328832403152,83.7328832403152
2006-03-23,73.79868209979425,73.79868209979425,73.79868209979425
2006-03-24,65.25066888962564,65.25066888962564,65.25066888962564
2006-03-25,57.88544597793243,57.88544597793243,57.88544597793243
2006-03-26,51.530406253405985,51.530406253405985,51.530406253405985
2006-03-27,46.0364318365485,46.0364318365485,46.0364318365485
2006-03-28,41.275057327915114,41.275057327915114,41.275057327915114
2006-03-29,37.13652187171682,37.13652187171682,37.13652187171682
2006-03-30,33.527716531569425,33.527716531569425,33.527716531569425
2006-03-31,30.37007198388625,30.37007198388625,30.37007198388625
2006-04-01,27.59748639831207,27.59748639831207,27.59748639831207
2006-04-02,25.154418353585005,25.154418353585005,25.154418353585005
2006-04-03,22.994195841240384,22.994195841240384,22.994195841240384
2006-04-04,21.077551352000384,21.077551352000384,21.077551352000384
2006-04-05,19.371352894393386,19.371352894393386,19.371352894393386
2006-04-06,17.847631597038802,17.847631597038802,17.847631597038802
2006-04-07,1741.8794807178904,1741.8794807178904,1741.8794807178904
2006-04-08,2692.484187572223,2692.484187572223,2692.484187572223
2006-04-09,2605.5982428399852,2605.5982428399852,2605.5982428399852
2006-04-10,2158.892903356526,2158.892903356526,2158.892903356526
2006-04-11,1647.7417820468554,1647.7417820468554,1647.7417820468554
2006-04-12,1244.8426912395068,1244.8426912395068,1244.8426912395068
2006-04-13,938.8443722399575,938.8443722399575,938.8443722399575
2006-04-14,715.6398921376518,715.6398921376518,715.6398921376518
2006-04-15,553.4188499018354,553.4188499018354,553.4188499018354
2006-04-16,434.50562490895896,434.50562490895896,434.50562490895896
2006-04-17,351.60624788398627,351.60624788398627,351.60624788398627
2006-04-18,511.66518663918566,511.66518663918566,511.66518663918566
2006-04-19,843.1831870415388,843.1831870415388,843.1831870415388
2006-04-20,1022.8395823644449,1022.8395823644449,1022.8395823644449
2006-04-21,961.9294246578521,961.9294246578521,961.9294246578521
2006-04-22,812.8899730039515,812.8899730039515,812.8899730039515
2006-04-23,660.2546513592582,660.2546513592582,660.2546513592582
2006-04-24,530.4169739258969,530.4169739258969,530.4169739258969
2006-04-25,426.6780132828855,426.6780132828855,426.6780132828855
2006-04-26,345.4893822727116,345.4893822727116,345.4893822727116
2006-04-27,282.18051888800943,282.18051888800943,282.18051888800943
2006-04-28,232.62672123401757,232.62672123401757,232.62672123401757
2006-04-29,193.56426550985773,193.56426550985773,193.56426550985773
2006-04-30,162.51079234575718,162.51079234575718,162.51079234575718
2006-05-01,137.60349637262183,137.60349637262183,137.60349637262183
2006-05-02,117.44736908605876,117.44736908605876,117.44736908605876
2006-05-03,101.94600826257933,101.94600826257933,101.94600826257933
2006-05-04,88.67551031560009,88.67551031560009,88.67551031560009
2006-05-05,77.4705063570839,77.4705063570839,77.4705063570839
2006-05-06,68.0048344930445,68.0048344930445,68.0048344930445
2006-05-07,59.98594630924046,59.98594630924046,59.98594630924046
2006-05-08,53.165285817273215,53.165285817273215,53.165285817273215
2006-05-09,47.33695893083439,47.33695893083439,47.33695893083439
2006-05-10,42.33233762174712,42.33233762174712,42.33233762174712
2006-05-11,38.01395703562698,38.01395703562698,38.01395703562698
2006-05-12,34.269781750312106,34.269781750312106,34.269781750312106
2006-05-13,33.40862752119228,33.40862752119228,33.40862752119228
2006-05-14,35.87128981737795,35.87128981737795,35.87128981737795
2006-05-15,37.4064273230202,37.4064273230202,37.4064273230202
2006-05-16,37.997592395878556,37.997592395878556,37.997592395878556
2006-05-17,49.43797203645788,49.43797203645788,49.43797203645788
2006-05-18,57.249551027309224,57.249551027309224,57.249551027309224
2006-05-19,61.61090163017384,61.61090163017384,61.61090163017384
2006-05-20,62.757145262483846,62.757145262483846,62.757145262483846
2006-05-21,61.57938198103171,61.57938198103171,61.57938198103171
2006-05-22,60.119621606343465,60.119621606343465,60.119621606343465
2006-05-23,58.487509171502936,58.487509171502936,58.487509171502936
2006-05-24,55.83214660696339,55.83214660696339,55.83214660696339
2006-05-25,52.65187599329512,52.65187599329512,52.65187599329512
2006-05-26,49.23678321552949,49.23678321552949,49.23678321552949
2006-05-27,45.79123505317322,45.79123505317322,45.79123505317322
2006-05-28,42.444661628872325,42.444661628872325,42.444661628872325
2006-05-29,39.28219148962612,39.28219148962612,39.28219148962612
2006-05-30,36.33155691512631,36.33155691512631,36.33155691512631
2006-05-31,33.601797332169504,33.601797332169504,33.601797332169504
2006-06-01,31.090214633801676,31.090214633801676,31.090214633801676
2006-06-02,28.78724523574642,28.78724523574642,28.78724523574642
2006-06-03,26.67971431005223,26.67971431005223,26.67971431005223
2006-06-04,24.752893472495728,24.752893472495728,24.752893472495728
2006-06-05,22.991761930985096,22.991761930985096,22.991761930985096
2006-06-06,21.38173292793821,21.38173292793821,21.38173292793821
2006-06-07,20.273253172687358,20.273253172687358,20.273253172687358
2006-06-08,26.93398012963219,26.93398012963219,26.93398012963219
2006-06-09,31.74986748502384,31.74986748502384,31.74986748502384
2006-06-10,36.62153967706872,36.62153967706872,36.62153967706872
2006-06-11,59.922284185508595,59.922284185508595,59.922284185508595
2006-06-12,79.0154160337127,79.0154160337127,79.0154160337127
2006-06-13,91.39923372956841,91.39923372956841,91.39923372956841
2006-06-14,96.18096871771252,96.18096871771252,96.18096871771252
2006-06-15,99.77547608132046,99.77547608132046,99.77547608132046
2006-06-16,99.21307602108207,99.21307602108207,99.21307602108207
2006-06-17,95.20795355842704,95.20795355842704,95.20795355842704
2006-06-18,89.14918579374897,89.14918579374897,89.14918579374897
2006-06-19,82.1644599918422,82.1644599918422,82.1644599918422
2006-06-20,86.01784036525892,86.01784036525892,86.01784036525892
2006-06-21,131.6104955640724,131.6104955640724,131.6104955640724
2006-06-22,155.71416984349037,155.71416984349037,155.71416984349037
2006-06-23,164.45434028067095,164.45434028067095,164.45434028067095
2006-06-24,162.528926968368,162.528926968368,162.528926968368
2006-06-25,154.39396713433956,154.39396713433956,154.39396713433956
2006-06-26,143.16326940504138,143.16326940504138,143.16326940504138
2006-06-27,130.76830068657682,130.76830068657682,130.76830068657682
2006-06-28,118.33219196207095,118.33219196207095,118.33219196207095
2006-06-29,107.08826275990265,107.08826275990265,107.08826275990265
2006-06-30,97.57253028674462,97.57253028674462,97.57253028674462
