Date,Linear_Average_Load(t),Flow  (Cumecs),Flow(ML),Concentration (mg/L)
2009/7/1,0.0003418,0.1985,17.15,0.019930029
2009/7/2,0.000453,0.2026,17.5,0.025885714
2009/7/3,0.0005638,0.2052,17.73,0.03179921
2009/7/4,0.0005665,0.1813,15.67,0.036151883
2009/7/5,0.0006826,0.1994,17.23,0.039616947
2009/7/6,0.0010164,0.2588,22.36,0.045456172
2009/7/7,0.0009074,0.2111,18.24,0.049747807
2009/7/8,0.0008995,0.1735,14.99,0.060006671
2009/7/9,0.0009025,0.1621,14.01,0.064418273
2009/7/10,0.0009057,0.1535,13.26,0.068303167
2009/7/11,0.0010081,0.146,12.61,0.079944489
2009/7/12,0.0010154,0.1455,12.57,0.080779634
2009/7/13,0.0011197,0.1422,12.29,0.091106591
2009/7/14,0.009891,1.3747,118.78,0.083271595
2009/7/15,0.0033751,0.4448,38.43,0.087824616
2009/7/16,0.002244,0.2619,22.63,0.099160407
2009/7/17,0.0014619,0.1555,13.44,0.108772321
2009/7/18,0.00124,0.1294,11.18,0.110912343
2009/7/19,0.0012348,0.1207,10.43,0.118389262
2009/7/20,0.0012279,0.1112,9.61,0.127773153
2009/7/21,0.001121,0.1026,8.86,0.126523702
2009/7/22,0.001232,0.1065,9.21,0.133767644
2009/7/23,0.0016858,0.1373,11.86,0.142141653
2009/7/24,0.0019011,0.1422,12.29,0.154686737
2009/7/25,0.0017948,0.1348,11.65,0.154060086
2009/7/26,0.0021254,0.1484,12.82,0.165787832
2009/7/27,0.0023567,0.164,14.17,0.166316161
2009/7/28,0.0025797,0.1745,15.08,0.171067639
2009/7/29,0.0025748,0.1649,14.25,0.180687719
2009/7/30,0.0025769,0.1604,13.86,0.185923521
2009/7/31,0.0025811,0.1577,13.63,0.189369039
2009/8/1,0.0024672,0.146,12.61,0.195654243
2009/8/2,0.0023536,0.1359,11.74,0.200477002
2009/8/3,0.0024581,0.1352,11.69,0.210273738
2009/8/4,0.0025751,0.1391,12.02,0.214234609
2009/8/5,0.0029057,0.1495,12.92,0.224899381
2009/8/6,0.0027963,0.1419,12.26,0.228083197
2009/8/7,0.0029131,0.1455,12.57,0.231750199
2009/8/8,0.0030215,0.1457,12.59,0.239992057
2009/8/9,0.0027973,0.1338,11.56,0.241980969
2009/8/10,0.0027965,0.131,11.31,0.247259063
2009/8/11,0.0027986,0.1293,11.17,0.250546106
2009/8/12,0.0027962,0.1262,10.9,0.25653211
2009/8/13,0.002578,0.1176,10.16,0.253740157
2009/8/14,0.0030231,0.1314,11.35,0.266352423
2009/8/15,0.0030248,0.1292,11.16,0.271039427
2009/8/16,0.003023,0.1265,10.93,0.276578225
2009/8/17,0.0032394,0.1297,11.2,0.289232143
2009/8/18,0.0032481,0.1303,11.26,0.288463588
2009/8/19,0.0035804,0.1382,11.94,0.299865997
2009/8/20,0.0034712,0.1333,11.52,0.301319444
2009/8/21,0.003358,0.1274,11.01,0.304995459
2009/8/22,0.0032457,0.122,10.54,0.307941176
2009/8/23,0.003133,0.1163,10.05,0.311741294
2009/8/24,0.0031254,0.1129,9.76,0.32022541
2009/8/25,0.0033582,0.1203,10.39,0.323214629
2009/8/26,0.0036848,0.1262,10.91,0.337745188
2009/8/27,0.0038063,0.1298,11.22,0.339242424
2009/8/28,0.0036945,0.1251,10.81,0.341766883
2009/8/29,0.003909,0.1272,10.99,0.355686988
2009/8/30,0.0039097,0.1257,10.86,0.360009208
2009/8/31,0.0036925,0.1197,10.34,0.357108317
2009/9/1,0.044267,1.5258,131.83,0.335788516
2009/9/2,0.009507,0.3137,27.1,0.350811808
2009/9/3,0.0055865,0.1698,14.67,0.380811179
2009/9/4,0.0034634,0.1073,9.27,0.373613808
2009/9/5,0.0024625,0.0834,7.21,0.341539528
2009/9/6,0.0020175,0.0721,6.23,0.323836276
2009/9/7,0.0017955,0.0666,5.76,0.31171875
2009/9/8,0.0017882,0.066,5.7,0.313719298
2009/9/9,0.0016782,0.0644,5.57,0.301292639
2009/9/10,0.001563,0.0611,5.28,0.296022727
2009/9/11,0.0013485,0.0577,4.99,0.270240481
2009/9/12,0.0013408,0.0562,4.85,0.276453608
2009/9/13,0.0012324,0.0548,4.73,0.260549683
2009/9/14,0.0011259,0.054,4.67,0.241092077
2009/9/15,0.0009047,0.0466,4.03,0.224491315
2009/9/16,0.0007936,0.0433,3.74,0.212192513
2009/9/17,0.0010181,0.0569,4.92,0.206930894
2009/9/18,0.0008991,0.0499,4.31,0.208607889
2009/9/19,0.0009006,0.0534,4.61,0.195357918
2009/9/20,0.000795,0.0525,4.54,0.175110132
2009/9/21,0.0007854,0.0494,4.27,0.183934426
2009/9/22,0.0005653,0.0398,3.44,0.164331395
2009/9/23,0.0004576,0.0371,3.21,0.142554517
2009/9/24,0.000453,0.0359,3.1,0.146129032
2009/9/25,0.0004578,0.0417,3.6,0.127166667
2009/9/26,0.0004541,0.0417,3.6,0.126138889
2009/9/27,0.0003476,0.0393,3.39,0.102536873
2009/9/28,0.0003446,0.0395,3.42,0.100760234
2009/9/29,0.0003404,0.0387,3.34,0.101916168
2009/9/30,0.0002368,0.0385,3.33,0.071111111
2009/10/1,0.0002331,0.038,3.28,0.071067073
2009/10/2,0.0002328,0.0419,3.62,0.064309392
2009/10/3,0.0002318,0.0456,3.94,0.058832487
2009/10/4,0.0001341,0.0555,4.8,0.0279375
2009/10/5,0.0001322,0.061,5.27,0.025085389
2009/10/6,0.0001248,0.0562,4.86,0.025679012
2009/10/7,0.0000208,0.0564,4.87,0.004271047
2009/10/8,0.0000257,0.0617,5.34,0.004812734
2009/10/9,0.0001328,0.0658,5.68,0.023380282
2009/10/10,0.0001443,0.0753,6.51,0.022165899
2009/10/11,0.0001274,0.0415,3.59,0.035487465
2009/10/12,0.0001288,0.039,3.37,0.038219585
2009/10/13,0.0001327,0.0398,3.44,0.038575581
2009/10/14,0.0002387,0.043,3.72,0.064166667
2009/10/15,0.0002386,0.0393,3.39,0.070383481
2009/10/16,0.0002398,0.0373,3.23,0.074241486
2009/10/17,0.0002405,0.0352,3.05,0.078852459
2009/10/18,0.0002448,0.0366,3.16,0.077468354
2009/10/19,0.0003494,0.0379,3.27,0.106850153
2009/10/20,0.008084,0.9256,79.97,0.101087908
2009/10/21,0.0021308,0.212,18.31,0.116373566
2009/10/22,0.0011888,0.1134,9.8,0.121306122
2009/10/23,0.0008232,0.0753,6.51,0.126451613
2009/10/24,0.0005969,0.0566,4.89,0.12206544
2009/10/25,0.0005844,0.0472,4.08,0.143235294
2009/10/26,0.0005794,0.0425,3.67,0.157874659
2009/10/27,0.0005932,0.0478,4.13,0.143631961
2009/10/28,0.0006965,0.0474,4.1,0.169878049
2009/10/29,0.0007054,0.05,4.32,0.163287037
2009/10/30,0.0008158,0.0529,4.57,0.178512035
2009/10/31,0.000819,0.0527,4.55,0.18
2009/11/1,0.0007082,0.046,3.97,0.178387909
2009/11/2,0.0005886,0.0364,3.14,0.187452229
2009/11/3,0.0006956,0.0381,3.29,0.211428571
2009/11/4,0.0006976,0.0375,3.24,0.215308642
2009/11/5,0.0006942,0.0352,3.05,0.227606557
2009/11/6,0.0007038,0.0377,3.25,0.216553846
2009/11/7,0.0011632,0.0575,4.97,0.234044266
2009/11/8,0.0012769,0.0607,5.24,0.243683206
2009/11/9,0.0037104,0.1617,13.97,0.265597709
2009/11/10,0.027856,1.2472,107.76,0.258500371
2009/11/11,0.049422,2.1579,186.44,0.2650826
2009/11/12,0.02748,1.1678,100.9,0.27234886
2009/11/13,0.015992,0.6605,57.06,0.280266386
2009/11/14,0.009738,0.3891,33.61,0.289735198
2009/11/15,0.0062577,0.2293,19.81,0.315885916
2009/11/16,0.004629,0.1575,13.61,0.340117561
2009/11/17,0.0038282,0.1307,11.3,0.338778761
2009/11/18,0.003589,0.1205,10.41,0.344764649
2009/11/19,0.0031181,0.1038,8.97,0.34761427
2009/11/20,0.0025394,0.0856,7.4,0.343162162
2009/11/21,0.0020747,0.0693,5.99,0.346360601
2009/11/22,0.0019642,0.0657,5.67,0.346419753
2009/11/23,0.0018572,0.0625,5.4,0.343925926
2009/11/24,0.0019625,0.0624,5.39,0.364100186
2009/11/25,0.001852,0.0587,5.07,0.365285996
2009/11/26,0.0018411,0.055,4.75,0.3876
2009/11/27,0.0017386,0.0537,4.64,0.374698276
2009/11/28,0.0018472,0.0545,4.71,0.392186837
2009/11/29,0.0019625,0.0569,4.91,0.399694501
2009/11/30,0.0019661,0.0568,4.91,0.400427699
2009/12/1,0.0016121,0.0446,3.86,0.417642487
2009/12/2,0.0016155,0.0444,3.84,0.420703125
2009/12/3,0.0016169,0.0439,3.79,0.426622691
2009/12/4,0.0013881,0.0374,3.23,0.429752322
2009/12/5,0.0012653,0.0324,2.8,0.451892857
2009/12/6,0.0012711,0.0331,2.86,0.444440559
2009/12/7,0.0013842,0.035,3.02,0.458344371
2009/12/8,0.044505,1.1067,95.61,0.465484782
2009/12/9,0.011758,0.2742,23.69,0.496327564
2009/12/10,0.0059931,0.1319,11.39,0.526172081
2009/12/11,0.0033491,0.0795,6.87,0.487496361
2009/12/12,0.002769,0.0651,5.62,0.492704626
2009/12/13,0.0022974,0.0517,4.46,0.515112108
2009/12/14,0.0019525,0.0435,3.76,0.519281915
2009/12/15,0.0018491,0.0421,3.64,0.507994505
2009/12/16,0.0019545,0.0425,3.67,0.532561308
2009/12/17,0.0018448,0.0403,3.48,0.530114943
2009/12/18,0.0019646,0.0432,3.74,0.525294118
2009/12/19,0.0017324,0.0373,3.22,0.538012422
2009/12/20,0.0016157,0.0342,2.95,0.547694915
2009/12/21,0.0019516,0.0394,3.4,0.574
2009/12/22,0.0020712,0.0419,3.62,0.572154696
2009/12/23,0.0018429,0.037,3.2,0.57590625
2009/12/24,0.0024121,0.047,4.06,0.5941133
2009/12/25,0.0023041,0.0453,3.91,0.589283887
2009/12/26,0.0021886,0.0425,3.68,0.594728261
2009/12/27,0.0024225,0.0469,4.05,0.598148148
2009/12/28,0.0026491,0.0505,4.36,0.607591743
2009/12/29,0.26184,4.8323,417.51,0.627146655
2009/12/30,1.1726,21.5165,1859.03,0.630759052
2009/12/31,0.9687,17.5876,1519.57,0.637482972
2010/1/1,0.46641,8.3593,722.25,0.645773624
2010/1/2,0.44015,7.8087,674.67,0.652393022
2010/1/3,0.17815,3.1261,270.09,0.65959495
2010/1/4,0.09016,1.5639,135.12,0.667258733
2010/1/5,0.05565,0.9588,82.84,0.671776919
2010/1/6,0.036634,0.6427,55.53,0.659715469
2010/1/7,0.028101,0.5037,43.52,0.645703125
2010/1/8,0.035042,0.6432,55.57,0.630592046
2010/1/9,0.34333,6.4543,557.65,0.615672913
2010/1/10,0.46628,8.9127,770.06,0.605511259
2010/1/11,0.18653,3.6536,315.67,0.590901891
2010/1/12,0.08617,1.7317,149.62,0.575925678
2010/1/13,0.046699,0.9602,82.96,0.562909836
2010/1/14,0.037543,0.7923,68.46,0.548393222
2010/1/15,0.023779,0.516,44.59,0.533281005
2010/1/16,0.018637,0.4132,35.7,0.522044818
2010/1/17,0.016686,0.3779,32.65,0.511056662
2010/1/18,0.013947,0.3182,27.49,0.507348127
2010/1/19,0.037926,0.9163,79.17,0.479045093
2010/1/20,0.019028,0.4741,40.96,0.464550781
2010/1/21,0.011726,0.2892,24.99,0.469227691
2010/1/22,0.009017,0.2217,19.16,0.470615866
2010/1/23,0.0077727,0.1946,16.82,0.462110583
2010/1/24,0.013046,0.3587,30.99,0.420974508
2010/1/25,8.4882,156.2644,13501.24,0.628697808
2010/1/26,8.9623,259.4214,22414.01,0.399852592
2010/1/27,1.3794,77.4013,6687.47,0.206266346
2010/1/28,0.23901,14.0667,1215.37,0.196656162
2010/1/29,0.13613,6.2152,537,0.253500931
2010/1/30,0.18018,16.4368,1420.14,0.126874815
2010/1/31,2.7859,502.0271,43375.14,0.064228035
2010/2/1,0.9009,145.6079,12580.53,0.071610656
2010/2/2,0.2364,22.7634,1966.76,0.120197686
2010/2/3,0.09821,9.1407,789.76,0.124354234
2010/2/4,0.056717,5.4923,474.53,0.119522475
2010/2/5,0.11888,12.0537,1041.44,0.114149639
2010/2/6,0.2634,27.8189,2403.55,0.109587901
2010/2/7,0.18253,19.8177,1712.25,0.106602424
2010/2/8,0.064231,7.3386,634.05,0.101302736
2010/2/9,0.28976,35.2282,3043.71,0.095199608
2010/2/10,1.219,155.8588,13466.2,0.090522939
2010/2/11,0.40222,57.9858,5009.97,0.080283914
2010/2/12,0.49503,75.8025,6549.34,0.075584715
2010/2/13,0.28987,33.6671,2908.84,0.099651407
2010/2/14,0.34546,42.6894,3688.37,0.09366197
2010/2/15,0.18203,26.031,2249.08,0.080935316
2010/2/16,0.25727,43.752,3780.17,0.068057786
2010/2/17,0.30562,58.6857,5070.45,0.060274729
2010/2/18,0.9598,223.9101,19345.83,0.049612759
2010/2/19,0.5088,99.2735,8577.23,0.05931985
2010/2/20,0.39673,38.2092,3301.28,0.120174599
2010/2/21,0.6597,132.2188,11423.7,0.057748365
2010/2/22,0.6695,135.867,11738.91,0.057032552
2010/2/23,0.43865,61.0524,5274.93,0.083157502
2010/2/24,0.30956,29.1761,2520.82,0.122801311
2010/2/25,0.22985,28.4747,2460.21,0.093426984
2010/2/26,0.43704,78.8269,6810.65,0.064170087
2010/2/27,0.4612,81.1102,7007.92,0.065811254
2010/2/28,0.7336,130.1424,11244.3,0.065241945
2010/3/1,1.1989,217.0194,18750.47,0.063939731
2010/3/2,0.38431,71.2696,6157.69,0.062411391
2010/3/3,0.13662,26.006,2246.92,0.060803233
2010/3/4,0.06787,13.2741,1146.88,0.059177944
2010/3/5,0.039347,7.9106,683.48,0.057568619
2010/3/6,0.02791,5.7715,498.65,0.055971122
2010/3/7,0.022246,4.7315,408.8,0.054417808
2010/3/8,0.020296,4.4356,383.24,0.052958981
2010/3/9,0.05241,11.8241,1021.6,0.051301879
2010/3/10,0.025466,5.9187,511.38,0.049798584
2010/3/11,0.024666,5.9401,513.23,0.048060324
2010/3/12,0.022985,5.7096,493.31,0.04659342
2010/3/13,0.017997,4.6258,399.67,0.045029649
2010/3/14,0.015826,4.2275,365.26,0.04332804
2010/3/15,0.013648,3.7832,326.86,0.04175488
2010/3/16,0.011226,3.2342,279.44,0.040173204
2010/3/17,0.009306,2.782,240.37,0.038715314
2010/3/18,0.007773,2.4151,208.66,0.037251989
2010/3/19,0.00662,2.1386,184.77,0.035828327
2010/3/20,0.005742,1.9583,169.2,0.03393617
2010/3/21,0.7453,267.8314,23140.63,0.03220742
2010/3/22,0.676,228.3859,19732.54,0.034258134
2010/3/23,0.6604,155.1928,13408.66,0.049251752
2010/3/24,0.29568,49.8732,4309.05,0.068618373
2010/3/25,0.17927,16.4212,1418.79,0.126354147
2010/3/26,0.22181,13.5828,1173.56,0.189006101
2010/3/27,0.17283,8.8679,766.18,0.225573625
2010/3/28,0.138818,6.2136,536.86,0.25857393
2010/3/29,0.142286,5.6307,486.49,0.292474665
2010/3/30,0.139671,4.9898,431.12,0.323972444
2010/3/31,0.124223,4.0261,347.86,0.357106307
2010/4/1,0.120967,3.5914,310.3,0.389838866
2010/4/2,0.120082,3.2859,283.9,0.422972878
2010/4/3,0.118325,3.0084,259.92,0.455236227
2010/4/4,0.124665,2.9519,255.04,0.488805678
2010/4/5,0.153912,3.4207,295.55,0.520764676
2010/4/6,0.14614,3.0589,264.29,0.552953195
2010/4/7,0.135948,2.6848,231.96,0.586083808
2010/4/8,0.127247,2.3812,205.73,0.618514558
2010/4/9,0.122378,2.1721,187.67,0.652091437
2010/4/10,0.117636,1.9901,171.95,0.684129107
2010/4/11,0.113119,1.8262,157.79,0.716895874
2010/4/12,0.110157,1.7022,147.07,0.749010675
2010/4/13,0.114657,1.6962,146.55,0.782374616
2010/4/14,0.151196,2.148,185.59,0.814677515
2010/4/15,0.125603,1.7174,148.39,0.846438439
2010/4/16,0.117676,1.5477,133.72,0.880017948
2010/4/17,0.10732,1.3614,117.62,0.912429859
2010/4/18,0.115399,1.4121,122,0.945893443
2010/4/19,0.119306,1.4118,121.98,0.978078374
2010/4/20,0.130531,1.4941,129.09,1.011162755
2010/4/21,0.118989,1.3194,114,1.043763158
2010/4/22,0.108172,1.1636,100.53,1.076017109
2010/4/23,0.106401,1.1099,95.9,1.109499479
2010/4/24,0.117524,1.1914,102.94,1.141674762
2010/4/25,0.110482,1.0898,94.16,1.173343246
2010/4/26,0.103649,0.9932,85.82,1.207748777
2010/4/27,0.09804,0.9157,79.11,1.239287069
2010/4/28,0.096187,0.875,75.6,1.272314815
2010/4/29,0.092544,0.8301,71.72,1.290351366
2010/4/30,0.087897,0.7808,67.46,1.302949896
2010/5/1,0.084159,0.7397,63.91,1.316836176
2010/5/2,0.088837,0.7719,66.69,1.332088769
2010/5/3,0.089357,0.7669,66.26,1.348581346
2010/5/4,0.085922,0.7306,63.12,1.361248416
2010/5/5,0.080354,0.6759,58.4,1.375924658
2010/5/6,0.077219,0.6426,55.52,1.390832133
2010/5/7,0.072258,0.5954,51.44,1.40470451
2010/5/8,0.069324,0.5647,48.79,1.420864931
2010/5/9,0.07451,0.6007,51.9,1.435645472
2010/5/10,0.098278,0.7853,67.85,1.448459838
2010/5/11,0.11545,0.9136,78.93,1.462688458
2010/5/12,0.100028,0.7836,67.7,1.477518464
2010/5/13,0.087853,0.6801,58.76,1.495115725
2010/5/14,0.078822,0.6048,52.26,1.508266361
2010/5/15,0.074668,0.5682,49.09,1.521042982
2010/5/16,0.072746,0.5484,47.38,1.535373575
2010/5/17,0.071738,0.5364,46.34,1.548079413
2010/5/18,0.073067,0.5409,46.73,1.563599401
2010/5/19,0.07775,0.5698,49.23,1.579321552
2010/5/20,0.081621,0.5921,51.16,1.595406568
2010/5/21,0.073396,0.5286,45.67,1.607094373
2010/5/22,0.070455,0.5025,43.41,1.623013131
2010/5/23,0.068124,0.4818,41.62,1.636809226
2010/5/24,0.067113,0.47,40.6,1.653029557
2010/5/25,0.064781,0.45,38.88,1.666177984
2010/5/26,0.061329,0.4218,36.44,1.683013172
2010/5/27,0.0572663,0.3882,33.54,1.707403101
2010/5/28,0.0565584,0.3795,32.79,1.724867338
2010/5/29,0.0577764,0.3875,33.48,1.725698925
2010/5/30,0.0574686,0.3845,33.22,1.729939795
2010/5/31,0.0561418,0.3727,32.21,1.742992859
2010/6/1,0.0544096,0.3587,30.99,1.755714747
2010/6/2,0.0530845,0.3477,30.05,1.766539101
2010/6/3,0.0521663,0.34,29.37,1.77617637
2010/6/4,0.052265,0.3399,29.37,1.779536942
2010/6/5,0.0509399,0.3292,28.44,1.791135724
2010/6/6,0.0483955,0.3098,26.77,1.807825925
2010/6/7,0.0472752,0.3012,26.03,1.816181329
2010/6/8,0.0446291,0.2812,24.3,1.836588477
2010/6/9,0.0504196,0.3218,27.8,1.813654676
2010/6/10,0.0550925,0.3552,30.69,1.795128706
2010/6/11,0.048179,0.3045,26.31,1.831204865
2010/6/12,0.0559006,0.3599,31.09,1.798025088
2010/6/13,0.0482748,0.3034,26.21,1.841846623
2010/6/14,0.0447156,0.2773,23.96,1.866260434
2010/6/15,0.0433915,0.2671,23.08,1.88004766
2010/6/16,0.0424736,0.2595,22.42,1.894451383
2010/6/17,0.0420658,0.2564,22.15,1.899133183
2010/6/18,0.0408434,0.247,21.34,1.91393627
2010/6/19,0.0400296,0.2411,20.83,1.921728277
2010/6/20,0.038706,0.2312,19.97,1.938207311
2010/6/21,0.0371801,0.2203,19.04,1.952736345
2010/6/22,0.0371778,0.2196,18.98,1.958788198
2010/6/23,0.0373797,0.2207,19.07,1.960131096
2010/6/24,0.0387987,0.2293,19.81,1.958541141
2010/6/25,0.041946,0.2504,21.63,1.93925104
2010/6/26,0.0426536,0.254,21.95,1.943216401
2010/6/27,0.0413325,0.245,21.17,1.952409069
2010/6/28,0.0377801,0.2328,20.12,1.877738569
2010/6/29,0.023691,0.2289,19.78,1.197724975
2010/6/30,0.0079837,0.234,20.22,0.394841741
2010/7/1,0.0009416,0.2236,19.32,0.04873706
2010/7/2,0.0024385,0.2041,17.64,0.138236961
2010/7/3,0.0038374,0.1974,17.06,0.224935522
2010/7/4,0.0052363,0.191,16.5,0.317351515
2010/7/5,0.0065353,0.1853,16.01,0.408201124
2010/7/6,0.007734,0.1771,15.3,0.505490196
2010/7/7,0.0092344,0.1795,15.51,0.595383623
2010/7/8,0.0107347,0.1817,15.7,0.683738854
2010/7/9,0.0121348,0.1823,15.75,0.770463492
2010/7/10,0.0170436,0.2354,20.34,0.837935103
2010/7/11,0.0170395,0.2105,18.19,0.936750962
2010/7/12,0.0184391,0.2081,17.98,1.025533927
2010/7/13,0.0704376,0.7955,68.73,1.024845046
2010/7/14,0.0530957,0.5536,47.83,1.110091992
2010/7/15,0.032054,0.3014,26.04,1.230952381
2010/7/16,0.023437,0.1952,16.86,1.390094899
2010/7/17,0.0225332,0.1729,14.94,1.508246319
2010/7/18,0.0247344,0.1798,15.54,1.591660232
2010/7/19,0.0243321,0.1658,14.32,1.699168994
2010/7/20,0.0246308,0.1582,13.67,1.801814192
2010/7/21,0.034541,0.2203,19.04,1.814128151
2010/7/22,0.0323367,0.1938,16.74,1.931702509
2010/7/23,0.0288326,0.1618,13.98,2.06241774
2010/7/24,0.0268423,0.1526,13.18,2.036593323
2010/7/25,0.0252543,0.148,12.79,1.974534793
2010/7/26,0.0257711,0.1566,13.53,1.90473762
2010/7/27,0.0351209,0.2344,20.25,1.734365432
2010/7/28,0.0241993,0.1576,13.62,1.77674743
2010/7/29,0.0225097,0.1517,13.11,1.716987033
2010/7/30,0.021321,0.1491,12.88,1.655357143
2010/7/31,0.0194277,0.1427,12.33,1.575644769
2010/8/1,0.0186404,0.1427,12.33,1.511792376
2010/8/2,0.0173485,0.1393,12.04,1.440905316
2010/8/3,0.0164595,0.1382,11.94,1.378517588
2010/8/4,0.0148624,0.132,11.4,1.303719298
2010/8/5,0.0134659,0.1267,10.95,1.229762557
2010/8/6,0.0141965,0.1386,11.97,1.186006683
2010/8/7,0.0127982,0.1327,11.47,1.115797733
2010/8/8,0.0160801,0.1769,15.29,1.051674297
2010/8/9,0.0130526,0.1513,13.07,0.998668707
2010/8/10,0.0153397,0.1989,17.19,0.892361838
2010/8/11,0.319382,4.7827,413.23,0.77289161
2010/8/12,0.26394,4.2236,364.92,0.723281815
2010/8/13,0.189166,3.2847,283.79,0.666570351
2010/8/14,0.145936,2.7647,238.87,0.610943191
2010/8/15,0.048384,1.0077,87.06,0.555754652
2010/8/16,0.021527,0.5007,43.26,0.497619048
2010/8/17,0.0127095,0.3235,27.95,0.454722719
2010/8/18,0.009322,0.2669,23.06,0.404249783
2010/8/19,0.0069692,0.2319,20.03,0.347938093
2010/8/20,0.0053488,0.2138,18.48,0.289437229
2010/8/21,0.0041515,0.207,17.88,0.232186801
2010/8/22,0.0030672,0.2062,17.82,0.172121212
2010/8/23,0.0018741,0.202,17.45,0.107398281
2010/8/24,0.0009641,0.1909,16.49,0.058465737
2010/8/25,0.0009482,0.175,15.12,0.06271164
2010/8/26,0.001062,0.1706,14.74,0.072048847
2010/8/27,0.0012,0.1747,15.1,0.079470199
2010/8/28,0.0014314,0.1764,15.24,0.093923885
2010/8/29,0.0015491,0.1736,15,0.103273333
2010/8/30,0.002814,0.3076,26.58,0.105869074
2010/8/31,0.0024333,0.2416,20.88,0.116537356
2010/9/1,0.0020187,0.1712,14.8,0.136398649
2010/9/2,0.0019971,0.1585,13.7,0.145773723
2010/9/3,0.0020902,0.1507,13.02,0.160537634
2010/9/4,0.002221,0.1525,13.18,0.168512898
2010/9/5,0.0026219,0.1711,14.78,0.177395129
2010/9/6,0.0027701,0.1765,15.25,0.181645902
2010/9/7,0.0028519,0.1663,14.37,0.198462074
2010/9/8,0.0028506,0.1605,13.87,0.205522711
2010/9/9,0.0029644,0.1582,13.67,0.216854426
2010/9/10,0.0029314,0.1476,12.75,0.229913725
2010/9/11,0.0027516,0.1322,11.42,0.240945709
2010/9/12,0.00332,0.1571,13.57,0.244657332
2010/9/13,0.004096,0.1842,15.91,0.257448146
2010/9/14,0.004203,0.1805,15.6,0.269423077
2010/9/15,0.003927,0.1619,13.98,0.280901288
2010/9/16,0.0034935,0.1379,11.91,0.293324937
2010/9/17,0.003624,0.1391,12.02,0.301497504
2010/9/18,0.0034939,0.1328,11.48,0.30434669
2010/9/19,0.0034507,0.1251,10.81,0.319213691
2010/9/20,0.6196,23.9754,2071.47,0.299111259
2010/9/21,0.5894,22.3771,1933.38,0.30485471
2010/9/22,0.16937,6.2245,537.79,0.314937057
2010/9/23,0.12187,4.342,375.15,0.324856724
2010/9/24,0.10856,3.7621,325.05,0.333979388
2010/9/25,0.10528,3.5453,306.31,0.343704091
2010/9/26,0.23907,7.8435,677.68,0.352777122
2010/9/27,0.15788,5.0572,436.94,0.361331075
2010/9/28,0.07559,2.3602,203.92,0.370684582
2010/9/29,0.36304,10.9661,947.47,0.383167805
2010/9/30,0.7302,23.1109,1996.78,0.365688759
2010/10/1,0.20577,7.428,641.78,0.32062389
2010/10/2,0.10487,3.5345,305.38,0.343408213
2010/10/3,0.06092,1.9221,166.07,0.366833263
2010/10/4,0.040928,1.2153,105,0.389790476
2010/10/5,0.030982,0.8676,74.96,0.413313767
2010/10/6,0.025736,0.6838,59.08,0.435612729
2010/10/7,0.021726,0.548,47.35,0.458838437
2010/10/8,0.020182,0.4847,41.88,0.481900669
2010/10/9,0.019733,0.4524,39.09,0.504809414
2010/10/10,0.01932,0.4248,36.7,0.526430518
2010/10/11,0.020725,0.4354,37.62,0.550903775
2010/10/12,0.021012,0.4244,36.67,0.573002454
2010/10/13,0.046791,0.9036,78.07,0.59934674
2010/10/14,0.084431,1.581,136.6,0.618089312
2010/10/15,0.046571,0.8409,72.65,0.641032347
2010/10/16,0.032719,0.5694,49.2,0.665020325
2010/10/17,0.028296,0.4757,41.1,0.688467153
2010/10/18,0.025124,0.4079,35.24,0.712939841
2010/10/19,0.022634,0.35,30.24,0.748478836
2010/10/20,0.022425,0.3338,28.84,0.777565881
2010/10/21,0.024791,0.3622,31.3,0.792044728
2010/10/22,0.030126,0.4344,37.53,0.802717826
2010/10/23,0.036381,0.51,44.07,0.82552757
2010/10/24,0.031394,0.4281,36.99,0.848715869
2010/10/25,0.030029,0.3975,34.34,0.87446127
2010/10/26,0.028173,0.3625,31.32,0.899521073
2010/10/27,0.025898,0.3379,29.19,0.887221651
2010/10/28,0.02679,0.3613,31.22,0.85810378
2010/10/29,0.029696,0.4165,35.99,0.825118088
2010/10/30,0.023514,0.3328,28.75,0.817878261
2010/10/31,0.023036,0.3361,29.04,0.793250689
2010/11/1,0.020007,0.2964,25.61,0.781218274
2010/11/2,0.018668,0.2827,24.43,0.764142448
2010/11/3,0.01776,0.2778,24,0.74
2010/11/4,0.019311,0.3167,27.36,0.705811404
2010/11/5,0.021209,0.3683,31.83,0.666321081
2010/11/6,0.021599,0.3899,33.69,0.641110122
2010/11/7,0.021467,0.405,34.99,0.613518148
2010/11/8,0.045528,0.8992,77.7,0.585945946
2010/11/9,0.064039,1.3043,112.69,0.568275801
2010/11/10,0.055147,1.1756,101.58,0.542892302
2010/11/11,0.12896,2.7142,234.51,0.549912584
2010/11/12,0.1275,2.2587,195.15,0.653343582
2010/11/13,0.20359,3.0584,264.25,0.770444655
2010/11/14,0.2119,2.7867,240.77,0.880093035
2010/11/15,0.63173,7.1336,616.34,1.024969984
2010/11/16,1.9131,20.1697,1742.66,1.097804506
2010/11/17,0.66295,10.0205,865.77,0.765734548
2010/11/18,0.52589,11.3787,983.12,0.53491944
2010/11/19,0.9007,19.2154,1660.21,0.542521729
2010/11/20,4.0366,112.002,9676.98,0.417134271
