real_name,DIN_pbias,DIN_2009,DIN_2010,DIN_2011,DIN_2012,DIN_2013,DIN_2014,DIN_2015,DIN_2016,DIN_2017
110,-94.27765613445925,1209356.9716122851,2173148.1991624786,1094878.9088533246,901794.1816328618,306131.74305683846,145604.4018695023,363465.79502180294,1246396.1673433487,134076.18368994864
111,-95.57480665018079,1520747.046105115,2601661.5537780733,1392958.8254651555,1124606.6174668805,383556.69571594545,215298.75680190726,520210.07646489714,1813363.8311526082,222854.70401346695
112,-96.33436950117988,1496067.7584275508,2285770.0534327165,1416336.7282486649,1222428.6926670421,576751.1139143674,430446.8992818906,951675.9044909396,2828137.1352442494,617339.4428945159
113,-92.16765119909121,918053.8101712911,1622681.6639708711,841345.1383072475,659438.7334413213,193565.89474764743,91701.36108465356,238076.81343371514,908497.727345238,60854.98301971609
114,-96.05389976896807,1542646.0090717992,2630598.570656031,1396300.680258175,1220960.0947966275,542929.2556570553,323428.4372563441,725081.4149305961,2179398.9101105155,423149.7969572868
115,-96.05928730364049,1654295.2313993634,2819909.2911533685,1509688.84099767,1252970.7578307136,459685.0810128534,267640.988059748,632524.2306470198,2095658.2282903069,307137.94034151535
116,-93.28050722484461,1013333.8760030713,1899754.8576579068,860899.4563431424,781084.2544976367,322857.5420856509,134036.38439606183,315016.80066780833,972920.4357285773,150867.67627520446
117,-97.06310365495261,2015667.4758568145,3265752.2170931725,1881277.143570115,1589863.7114019308,686994.4149317582,463011.63728742924,1042159.3115463099,3198493.1300152997,615868.7646462896
118,-95.15959592209317,1305234.1458792943,2142983.1261482104,1177099.8881442694,995254.7979170518,385309.3900286109,242150.3216572184,558097.836977573,1841907.1187945053,306982.487949377
119,-94.6334302668133,1112133.839938055,1822985.7567061535,1045193.25849654,875294.5367071998,367839.9580875879,246895.31685945374,561993.1497085362,1722480.1463869214,322207.75798852753
120,-93.04523706988073,915021.4807606427,1580851.9454481704,829637.3509319174,710869.8602106512,275652.84108816105,158059.96883975586,375806.86171367916,1189307.150312638,197343.02016223106
121,-93.4148903167025,1011871.1592439133,1713921.3242460024,928419.6616360447,751044.1245426172,263483.5265167028,154429.29627294725,360462.7210148328,1239676.3888181755,159104.7140255064
122,-90.20236639296942,724388.3326807137,1277325.7812280466,655483.6769146739,524259.24763478414,167697.81077008168,80834.5879142358,199102.55916384124,732562.4538163301,62465.98275365205
123,-96.6039489932914,1818574.9242259786,3040160.83680838,1636821.2896001835,1423451.9886039922,582463.7132952205,358002.194969699,826712.9197856039,2602046.1389781027,475387.9031428699
124,-96.17167627088791,1724735.4497179852,2918873.6847515493,1580290.1685079613,1290408.1198455044,450691.94463563315,264566.65996474714,633528.1823291823,2165978.331534929,293353.1734138229
125,-96.92094144850384,1823222.4211357175,2821167.835820471,1682350.4830311155,1480976.8768807282,676579.7011200278,489645.537647072,1092610.7157740789,3302652.219670265,708444.9939754906
126,-93.80340983649081,1053728.7028274997,1782023.3567519335,941481.2588262459,794690.5489079655,299496.1619312468,171959.45123795923,400695.6267672283,1346843.3425246903,204204.65679398782
127,-97.35593390672584,2372340.9507420026,4085432.8852147623,2169192.0136913355,1841996.5989471313,768092.1371946095,445373.25582691503,1018292.754237105,3144571.836348797,548363.9688083534
128,-95.7000952841233,1612454.0200512204,2947112.6845421763,1422594.487946544,1209304.253000934,441544.83464314835,193914.6870384169,475046.8851039428,1589310.59528776,189385.35757050646
129,-94.20424942341472,1107655.8125487063,1887335.6162410774,1037981.547513327,842267.0906954521,310591.3417303969,187793.38199360317,445970.11726494506,1445096.1038883722,214221.41921054816
130,-95.79115708624728,1470650.36051629,2446788.056992849,1329407.4039332934,1143399.8381612939,468277.25012950023,290279.913168703,665084.463813887,2106101.940101242,378782.17495314777
131,-96.06545108974387,1505784.5028733916,2413533.3469103384,1358123.3025777177,1194217.7470069246,511551.24471450876,343081.08705209557,778379.6980939694,2430042.354243963,482028.92087758845
132,-96.7031042362364,1770937.3071723022,2799606.17615155,1653241.9917932255,1399005.9918629935,608436.6927559059,427984.81728509284,956567.5642872999,2952424.8671729825,579286.6994334665
133,-94.96687413879566,1337436.4475821247,2444002.5186162973,1171943.4101881883,1025764.9486744421,397267.42623270524,182655.18925044377,441057.58797527966,1406359.2213293167,205638.643003598
134,-97.40896402775363,2275297.625792416,3699913.5047503244,2060432.0643857059,1811002.4152298048,810414.6323543412,529853.6007752076,1187220.1664389023,3618441.66640094,736605.8169104409
135,-95.2704033188886,1452185.9952188432,2657747.1922161477,1274883.6401415565,1097187.6854085582,412681.21095674013,182629.99563138897,443166.0217826046,1455448.1015353957,188892.01344394282
136,-97.01088095013893,1916256.507050168,2956991.6403202913,1779502.9815245722,1529583.2537238582,662351.2145187253,484614.3472540709,1094269.8887232202,3389986.360522509,687676.5480676638
137,-95.31195514144336,1390293.0494646814,2413963.772152825,1260664.9690599905,1058915.3045738474,409616.7748626698,225414.37827041213,526422.935151779,1701537.376509767,259224.3985951427
138,-97.04379868793325,1910562.4462952723,2983167.632789333,1764118.5892019023,1551825.8746508628,701295.7315819351,501477.4044632855,1125251.2702261216,3401632.0530423066,723375.1056748785
139,-94.85611932901972,1352516.912814571,2482037.024098056,1192855.0598917352,1014477.5596977073,372650.9780600355,160837.9923654931,391574.7050647452,1307101.6239773065,152642.65878461505
140,-93.82120135874142,1084567.5758988427,1895399.197634221,986035.6086078291,815643.3129409379,288083.12002304924,153725.58184513397,373131.3888836418,1254753.1342215491,163926.27166993805
141,-95.70435417825932,1409203.8111923963,2294737.1143095917,1279558.2672376747,1109781.5045084108,454032.1224062885,298253.4133817305,684151.4430196573,2157312.2135090926,403632.3375959941
142,-93.6279265712424,1098625.4626885103,1929426.3121763684,1007855.1295412455,801987.260905775,249759.6492029518,126846.95509583301,320491.7588465202,1161992.927249586,105495.95310388792
143,-95.01236591936248,1187406.7004262176,1968189.7728305305,1076871.2151292763,951973.8749821403,422550.03916469624,268943.16131292214,608211.7635302019,1834108.0546614467,372421.26424670516
144,-94.15816800249142,1205623.6409962564,2162763.4149189717,1086373.1193996307,886217.4488943525,293034.7392705832,135283.05684420897,337786.0270869308,1200050.3634219205,112785.61458884811
145,-95.30874353645808,1334021.4083233972,2278803.672792026,1192606.4362568038,1043031.9875771984,425579.50391841534,247135.2470667044,577826.399108846,1814577.8518395538,326140.6614329926
146,-94.25903405575625,1203662.5687184588,2148947.1782908714,1076717.0356272156,892980.2019282643,313597.6586285635,148851.78987687046,364209.97701371,1257678.8386602174,143636.61247488545
147,-93.35411632446132,1040010.9267858185,1841115.9938893525,948217.0893143684,767739.5440740347,259305.5544147632,128860.853628647,316844.06088900834,1102990.7939496557,117134.52225856487
148,-96.8608645554367,1987442.840577661,3384811.083249882,1804670.7296033578,1543681.6810989238,648223.9141292596,381912.3850940109,870041.728804196,2704784.771536333,482663.03689192224
149,-93.34568602350583,977321.8452494335,1654865.052953632,924687.4589860812,725913.4696633035,275054.6682999302,166316.0623610883,378083.87653975666,1241162.1846885327,170551.76922190966
150,-93.80118858575351,1138570.1399356632,2062918.8449502897,1036274.5209905357,841121.238984326,271393.47511090216,122031.33139609352,314288.27864519856,1108668.13618619,97350.54332709321
151,-94.32272725184765,1173001.7929326086,2065412.4143118584,1046300.7559783035,885594.7274274394,344098.7907228786,177614.7535160563,409699.3816987872,1340169.9613166447,193095.72678921354
152,-96.52810971470552,1719688.4898469897,2820365.6242042906,1576086.5681158085,1365124.951716173,577413.9372629595,377201.08617818647,865660.9328466714,2666866.9375702594,516407.37162495917
153,-96.69159075364348,1871987.1238364961,3058174.4382363493,1713674.54327802,1442160.0677428325,569941.5842170059,370812.97240242944,851719.631854338,2747509.5316873644,475758.07414927566
154,-96.83946142603138,1956086.1343110837,3260578.6266848766,1762375.308032129,1525384.4649772106,628564.6178326855,387084.48946280446,886842.0059417372,2798719.0474123224,509088.29329191055
155,-94.22333513395766,1143839.3815796142,1965488.2210359892,1040544.3245814644,862432.4417578366,307702.5374259617,173605.3174378601,416192.24715870764,1399878.839469158,193938.94216241356
156,-96.58660243483172,1852839.359937917,3058462.3469725833,1728681.8476596745,1404158.2242673521,529202.4788000035,340763.3013342405,789637.1960319981,2590378.9355866495,404634.71863199276
157,-96.23096505857353,1638810.650762787,2808605.2976870337,1473731.6106991987,1290054.1265357414,556376.7117839943,324073.7063996219,737054.6231025086,2248794.3713785065,423031.98460865504
158,-96.02951250236944,1541275.8570125015,2592654.456439362,1377930.3114622687,1211453.524934404,529267.1467604728,318787.6621027208,716779.2811838343,2204950.506943534,423926.19293647486
159,-96.38605987562948,1786117.547027348,3095546.3948854953,1593035.6010084597,1373975.9614740266,545133.1484136748,299108.7412343901,697597.9127596605,2237545.98045346,366025.3724526465
160,-94.9674901934428,1313862.3394714843,2277414.28968941,1201000.8229415521,993560.8309861879,356196.3708752264,197147.15244546777,474913.0714355904,1581383.8278108786,217700.94045671538
161,-96.5876891118968,1710958.9745863907,2648069.0789922834,1580137.4591540121,1348388.7676887962,568651.8277138725,411499.70136940246,929091.3553029373,2933065.748802208,572939.5144521005
162,-93.04502718202978,995188.3674425487,1734131.4482965344,924625.3655555773,728184.0562196037,228614.9387638367,121507.41274081706,304804.33695544477,1090740.111860538,104566.35511408551
163,-92.58231681050552,920666.9121225318,1650474.577992139,846044.2959945058,689070.2969518099,240735.83252827422,119765.56523892048,292176.9759030848,973902.3083592011,110754.81564595735
164,-92.28758905969069,926792.8643657552,1636484.4047359962,845439.2298754411,669302.1698429595,204565.56176315926,97468.7203811774,246292.2941443508,925029.7298540366,68905.29409675996
165,-94.36605868578432,1188882.1147256836,2161954.095310594,1050212.0943999952,910634.2400644235,354530.2876649351,167444.97703946594,400563.6437550578,1272602.1078075808,186886.51131426412
166,-96.91715034323232,1948819.744499779,3189213.6217629784,1757996.8887912293,1541014.2624346938,660419.1863368633,424515.7798459782,963621.3653511606,2991696.2387301307,583041.839104733
167,-96.30903050770654,1720072.481571117,2947304.4549232703,1552669.6433178545,1328591.8883619842,536755.5698913218,309120.71477411693,712697.1570327822,2254595.77382827,381966.1744153443
168,-93.1356157282607,978041.4472405779,1676740.847939643,897802.6468504329,724256.6529464688,251680.8213262824,142140.52839991788,337464.14619130903,1162048.7989516887,144434.32408872462
169,-96.29065462118893,1643138.7759683172,2731828.585692694,1503264.0709003932,1290408.0981773494,536438.1700850405,339603.3684512474,777925.688561683,2415730.2285964284,447258.8823973221
170,-95.3220808283373,1351828.1959529598,2334629.0001125867,1231317.452452632,1048537.1745739816,422798.1570197036,243382.278163435,566107.8654888315,1767218.119236982,300248.45119815
171,-89.57771952693962,653858.0165256071,1167385.6155826785,588242.4253334348,492106.87102391385,173040.84045324704,85638.42646425396,209017.85699982574,703773.8997684608,85902.13466047983
172,-91.18828425054343,678944.5114968953,1207321.5563446807,594847.1696827752,554786.8305487699,271946.1260901801,148841.35802608234,329986.39255781966,926054.6375730869,206394.1251244258
173,-94.71159678479378,1331823.6664080792,2479340.959432847,1170997.4004726403,998193.4285410625,363527.12066176016,147641.46324234986,363349.5194038365,1211141.5302988086,130393.02770940469
174,-96.44463362228069,1775475.4609249653,3003783.433966755,1617514.2724673674,1368534.3284641623,543832.6770776775,325639.25248834066,753118.0659739452,2400320.844691092,403467.8165568541
175,-94.9940067403065,1180916.9159264166,1983014.5317125102,1096199.9416492765,942155.2027632341,429932.1366756987,270952.49934434623,606187.8447826486,1788950.1518751376,360494.09082971554
176,-94.63132045381391,1274192.6555512012,2168932.8239369784,1177226.2767784258,930683.3247300928,292972.87394785066,166827.2826739037,413141.3266722109,1490875.201976551,158997.80173186486
177,-95.28933995047012,1455561.9875131128,2666834.8954446567,1322431.5463876328,1093854.4740876455,402552.54030234145,183964.6497361262,447602.70427075436,1457517.7076899507,171343.50320833587
178,-94.63547847144761,1256984.976134469,2210509.299155439,1151026.9456931085,940991.5409871046,329474.4269236139,174386.6627477358,422322.99883816886,1419282.265938294,175128.45776058675
179,-95.46560816417163,1398673.8786453856,2437934.6935152533,1249400.9109106397,1091806.9917104116,452458.69166967546,249883.7821679827,577113.283223991,1787478.6365231413,314615.1070667331
180,-96.77078423632814,1824291.6666377038,2901858.86911057,1678656.789848642,1442806.9879354662,613523.6830154416,423834.9277259065,960946.5211413128,2992140.117711795,584986.2185562316
181,-94.89162010059911,1291177.6119510734,2210765.7359071076,1177416.212075034,968901.6323717152,355726.18725820596,201983.75620979324,473638.9772929423,1584379.3726515851,221266.48355443697
182,-95.68909003539876,1428823.8285511301,2452104.1583061703,1301954.674076485,1123082.9249422047,481153.2379235848,284386.0861207786,649161.2293323533,1968436.1425013633,365830.75805243384
183,-97.34873712256577,2107176.1772143873,3300262.255902355,1906701.5528021057,1732329.6830527866,808326.9838507348,568149.5201074212,1273076.2241854856,3806241.558787683,846892.2909676211
184,-93.69926544390891,1123670.5338814664,2136063.154701474,971174.1416594188,849051.356250903,318298.2691044544,117470.57378792019,295033.12672716065,960832.828517851,107907.23047710901
185,-97.29868580730687,2226595.812547074,3681064.501203514,2028818.2718947812,1759384.3153365483,752385.2001057706,480256.86313513725,1095732.089093888,3371014.616083096,650979.1437161309
186,-93.69169469298942,1033592.2821527367,1886226.1630530516,898829.6846026658,810353.1881272161,335723.9427688927,160892.2265792063,382249.93282851635,1161761.7608753352,201615.77707242148
187,-95.6158721012487,1395460.4702382644,2246158.4122409285,1269423.463827607,1081028.5553738296,434051.23265354516,288579.85536633513,660299.5463329529,2128746.664792375,383260.5807942991
188,-95.29059721723011,1305181.8429774507,2219607.985165306,1194776.9069703093,1017970.1794157594,449398.7044314332,269021.781324727,597847.8764934037,1813232.0554883317,337083.2397276584
189,-96.27505836000945,1731123.8942254356,3013080.1304303976,1574572.3232193515,1326859.0137432867,524879.6556528385,291715.09542657965,679197.6123817125,2153415.1206996334,341825.6510753868
190,-93.83417604662473,1159071.835932729,2102476.793729256,1036774.5546127269,848293.2505639509,276478.7802190047,118602.38860890025,302640.3767202647,1094078.805178425,91610.5656003211
191,-94.83683618273177,1370690.4146897325,2490393.850455195,1264419.9513084204,1002836.4256613232,332092.1622246498,150503.5507407467,374001.3057713326,1305170.043969146,105115.1795918109
192,-92.93905137000257,977687.1200831572,1841886.426541343,829294.0636820194,747097.146913391,305454.2630139301,121507.23444213717,286747.7326006149,898843.0018053727,130305.61197070515
193,-96.47361362220195,1814874.180204514,3096836.4770154925,1652838.3487093872,1388378.1303252706,539414.4143909313,315066.01197665377,735974.3332825534,2368237.7395703034,380258.33558431035
194,-93.23982424546344,1003429.0697945311,1738473.9321192333,904995.908893722,744974.181695598,256477.17632116517,136501.29704831776,331421.3435551631,1153759.068519853,141918.33349392004
195,-95.73261306021641,1374414.1012824944,2216615.5520270853,1233227.803712466,1101272.4357742413,483568.2790884986,320821.0781361316,729138.8509399961,2237713.337755762,460711.7345570603
196,-96.91176505981883,2001281.8404931994,3423894.975018654,1816391.5634440961,1568440.3410424562,675139.350014833,396946.55406029726,899593.3063337482,2746152.421942025,507980.0675042353
197,-96.55265786774108,1664397.5731068726,2660668.417290274,1515131.094205036,1341323.673032136,621929.1336559677,421405.3283890843,936438.3742114793,2812931.222547871,599494.1159193652
198,-94.42121986243538,1161299.3376339457,1977980.6741513913,1041316.4519599093,883857.4224341215,337358.12108462624,193777.1762491353,452749.41661364376,1488150.102910226,233294.2899924497
199,-96.23302667742168,1604561.199630245,2628376.4268336566,1480802.0841177113,1250751.9359338942,529407.092586748,346019.1662882447,781934.9233946945,2432862.8245419078,452111.5320142527
200,-95.41123414395443,1558633.3869544175,2863526.9486686224,1373434.692379497,1147065.8514748653,394932.6896357146,160605.00741546883,401696.46331297443,1417236.0715709748,128962.32514681746
201,-95.28814973081253,1498557.2825091046,2745716.54199681,1323045.2297099722,1110412.324117225,395505.4221283939,166633.83329303763,408368.91241703945,1406403.6715089981,144696.43836808903
202,-96.6444027638383,1951512.9667020184,3314717.7783592064,1771192.013195504,1470930.208711795,536041.3207536703,311101.7239622701,735628.268601371,2468682.984002549,357687.8890575383
203,-95.25202577012803,1415996.644549268,2546258.0930054057,1276182.0244360233,1071196.0360589088,407007.2766565992,200624.37455371814,474276.64115724614,1530684.2823476119,207123.04744954585
204,-88.10927045338451,571280.1836603945,1024293.3006688299,504540.859411338,431125.1193243232,162837.82943306543,77877.69815403775,183675.80914164553,608418.5007400151,81304.0703230408
205,-96.58394151058997,1687855.6146995048,2642713.38998966,1557966.475200439,1347929.357844189,589076.7781869922,418744.5099446243,943870.6403323996,2909256.4239741387,591453.5751585014
206,-95.91747350349884,1554246.7645581197,2562273.643506655,1430934.8253453595,1181300.9257369451,437390.15033664467,280261.7096028865,656328.71722436,2173180.4601033344,341505.8801654973
207,-97.02529511647093,2039813.9316424383,3428269.499021945,1829837.9491709378,1619423.859323787,699230.0562568827,425716.74224554957,972493.4430796457,2975612.0458245752,581102.0782207309
208,-96.0091879999472,1641229.767548291,2900447.042125361,1492561.535929046,1255846.3112611389,482619.17496376444,256808.12540217166,607415.7945657539,1935527.2362638058,288971.4670396169
209,-96.31305445243655,1741011.4292024744,3032080.256664536,1556499.599123882,1347026.5108769096,540313.9416877162,296754.6143614491,691852.3236992095,2185905.4430300687,365146.93362614576
210,-95.5884956980232,1527805.2719989386,2724338.131962797,1385232.6126414407,1143728.8442500588,432983.6096586156,216126.0103800996,508798.8646797637,1667831.6247865583,218808.15555541107
211,-94.31607765320682,1210188.454519904,2083365.614476351,1109120.2601094113,885428.1588427854,285075.8763486628,154893.1423176485,381576.06868465646,1370992.8040704292,145415.7822093801
212,-92.07357219309034,900867.252800827,1600293.1218419017,817941.8183859052,650351.88750199,204923.56294307046,96213.61611390249,240685.2986205821,887973.1271473481,69280.66534220049
213,-96.15960031023654,1575730.1186880306,2713953.550684504,1403781.8297052875,1259513.2251312044,576501.4539778638,334441.7084536009,750855.0194814872,2218833.583653794,453212.3766664577
214,-93.3134263924919,1059275.6661042336,1873475.9015948342,980241.5684661957,770247.1963660048,228291.505838722,112565.01383255134,293681.9185846476,1081546.6336763774,83204.1508872574
215,-95.4075810991974,1412776.0736596421,2514925.6162511758,1258370.5653682067,1091692.2275306669,450394.1316574009,233522.95131820493,537138.6520367124,1664152.4133515474,275606.8997844102
216,-95.05766172636588,1317269.2099915247,2314012.683089014,1167619.76662787,1008470.1455283387,411243.8469864921,216916.7295635678,497785.5917418231,1580117.9172919074,256888.72777898455
217,-92.90402912413427,958905.1089566189,1833299.9368012315,853750.0744537468,735573.7471489363,311452.4831178532,129337.54605670483,296306.36279409303,867722.7579829833,122176.35419066052
218,-95.0289834526413,1348889.8701315979,2326654.046828531,1240391.339544537,1009250.8808508897,336385.9643124849,188078.14862920783,466139.3238832966,1605042.1045370898,198896.09159754924
219,-92.98258877848973,983300.7390259373,1740843.497707066,888521.0827886421,729057.2757757688,247755.90396297455,123441.72191236643,301649.3064767668,1047444.8863903774,114894.65776041028
220,-96.61625603997962,1865361.5048253117,3211307.8954259683,1710995.3241185148,1443073.876355852,584953.2476259653,340302.5398671528,787019.1460244483,2452502.9152977425,414528.14805288834
221,-95.24437667197544,1396951.8535794204,2359221.9864139,1289466.049591935,1035897.4376246375,357451.9625804868,211130.4456041876,502940.93719485163,1738245.1308453123,223358.6779310259
222,-94.94433706927131,1246924.994132401,2218939.360598362,1113389.7580788173,981397.7607444993,422983.75813007576,225468.37945636534,520247.0141629454,1557932.287096304,286451.05807031994
223,-97.27543291345931,2319303.0898537044,3880221.3103449563,2091237.634154224,1786858.068823988,693259.4831778414,421011.37459631293,983816.2770170833,3195831.755686159,537744.8147084822
224,-95.06069638602057,1332514.7594813441,2359810.0781694693,1199048.873494884,1018118.063616099,389868.3159318216,202697.84071463876,484467.61982722767,1556105.8456836394,233081.62303382249
225,-94.12779886315509,1152869.6207159844,2127498.3784740525,1003570.4229569896,885795.8614772494,350149.84433261893,154982.3195101262,370346.57136589405,1165117.375091998,171213.60032415352
226,-92.78608395692245,998502.4660510421,1770946.3320165952,918816.315573378,715320.0707608104,214317.15319731363,100994.84237048228,256545.67551394278,971323.6165965749,61885.52440304098
227,-93.32416977982767,1076474.9928001773,1965352.3248875225,949694.6946256357,786734.2208987963,264855.28823237325,109275.66448745789,273196.88666806254,984049.1496618801,83328.64242449767
228,-93.46874264790145,975805.6203621888,1694993.8913422038,876420.0445114176,756656.9627727757,308931.0094593028,171793.95284318208,397384.510783024,1242497.5183646244,212203.5312643093
229,-96.81113395164049,1869479.3451640196,3077513.927617633,1700893.0043607133,1486210.7469837079,641613.6928895111,414081.39153482625,943994.8419394185,2888827.9967492456,570276.8134540458
230,-95.26902224552902,1331324.8298979758,2292669.989792554,1188751.5996502691,1042250.7566239624,422203.7296840562,240942.5938995141,563587.6004046758,1767316.0741084162,313099.27520818176
231,-96.97923084774402,2091121.9916627817,3610518.2928774753,1871621.9365932858,1626799.853021776,672285.4210424353,379882.7122190018,877203.5022814122,2737160.242379878,482702.1542889205
232,-95.15040343173726,1455962.6227997146,2682744.221655447,1272814.2441186286,1086468.1078569933,391191.55323975335,161153.0963812208,395070.10659714753,1348537.0740010738,144103.70028034033
233,-96.95237369859122,2094053.6985026232,3641652.574036576,1878778.8089639621,1626375.9478722902,651158.2357784767,361091.6545883116,848124.3333750882,2669509.994512037,452097.9581346937
234,-97.14974229749065,2081212.4604101765,3281811.335761776,1903724.303650216,1639183.1450414043,673354.433500417,470681.1511887764,1078173.541827585,3423956.001825091,655620.1067951742
235,-96.21540138230837,1820648.7520991212,3299345.20860149,1657697.0681402702,1357822.7026192902,484249.45512228564,227214.33589819397,553867.734389277,1846760.2958055874,205633.06345498876
236,-95.68557853013193,1565201.639776825,2838709.219346483,1385374.7381442885,1187450.137256778,461431.9447152846,215832.87916053782,512289.0519872002,1648848.3827677788,231611.342167786
237,-95.76161653086199,1678774.737389574,3100308.3494508527,1486913.3800384584,1245315.9642077486,428353.3870093905,174711.2981294527,441183.6359535599,1528828.1300592094,142602.4578151267
238,-95.05814620862971,1366037.6252640241,2395800.535876416,1249414.9304945501,1019648.692960199,357114.34936731675,188361.6450335164,457005.0184010819,1547400.961816885,190400.67169588176
239,-94.54775599799623,1240386.503694217,2335500.971944133,1088177.4190486714,957742.0046020966,389494.54712935904,166786.80939828843,396390.7719883612,1198301.9992644542,177323.74057649155
240,-95.76654533871107,1424929.8718608906,2296698.1486374033,1305815.4599757239,1115274.2346409422,452233.0342897782,304809.2210122414,701954.4504091712,2224829.7463729894,412353.96747528034
241,-94.60166254722469,1210304.5923017233,2115860.1426995047,1104673.74103645,923680.440000818,346699.73148274916,189978.664474827,454392.8479592144,1466614.0329362378,217288.4821941379
242,-93.07290121463284,948798.1844132504,1695022.5173081553,858456.492009119,727388.255461392,279607.7369725231,144546.52726569504,345991.8210420356,1093943.3950928273,163685.93821418894
243,-93.17638354366049,1037833.8208880877,1861464.5236284994,950067.8130899962,753531.3834547504,249115.29347873796,116574.24438105182,284959.84619763494,1014972.8172845991,83817.22026830714
244,-94.8631443192991,1312709.7213882408,2327060.0117636602,1164344.7285922493,988413.2423279206,373709.68706550077,184857.39019466168,436413.38046117645,1451048.3904201824,199662.02526170018
245,-96.66904133386336,1784802.92740671,2984378.5417718543,1589551.8611281936,1434253.4875042082,647817.9183170325,399277.60959639645,901981.1826983453,2708589.9091905113,562390.3672724747
246,-95.28820707488504,1421330.6704045983,2521796.184537745,1280795.4320410222,1079659.6882257485,388256.278348392,198642.73567219384,486145.1738541138,1605620.4775067735,217204.97445304817
247,-95.04157343880175,1255728.6007579577,2051815.2592209661,1163030.5386453443,963828.5149113408,370844.77420715534,244079.36623426745,562366.4644211938,1826299.7596234223,303874.83270115795
248,-94.2257253923104,1169704.2846746051,2120905.082115448,1043322.3679623902,889134.8702945821,336243.3713325709,159216.51421250636,383020.8818098931,1236949.9593159747,168231.04191640226
249,-94.04167010214086,1077158.3678081566,1839779.8406090338,977569.1340022101,823850.8963994596,319366.43839487084,185625.86660865982,432418.2579755492,1396560.2741360418,222513.3342310306
250,-95.61053887262557,1475452.6117474686,2484973.9162618406,1361873.172719978,1111071.1993365989,405815.72618740896,246156.40850112104,580019.1172234835,1927481.241843778,282152.5970022447
251,-92.63519021693364,838572.8628749911,1461325.28116891,796962.1075271029,650057.3732805875,291883.1774025975,171405.8673089254,375796.4691364753,1104658.9278765542,194881.79829919522
252,-95.09269962221573,1304767.6383449868,2330545.296098207,1157448.9606614518,1024864.8485365451,420846.0237636459,218250.80444158113,517058.0729387055,1582071.6073044837,277091.0752905252
253,-96.43897468479861,1649040.5167090057,2709976.000466437,1486808.2035409207,1329517.9539337421,587579.5281961214,379187.71822039917,866685.0055192353,2621087.025215168,542430.0083706618
254,-93.68332039555636,1065263.6394656363,2007611.1729318313,925735.0720677138,827794.4919351082,339643.185916217,144111.07373393362,346002.7890100881,1042795.4673429554,163178.55676622657
255,-97.58532898556248,2444352.486051575,4004945.5041709663,2224228.187283997,1949391.0820378526,870545.5200944833,563846.1959865101,1268116.2205834985,3846308.2083749864,779329.400879638
256,-95.52406823254348,1439257.7566026782,2402442.852331764,1319572.1228758085,1085031.4119617364,402326.89655081864,246478.02899554433,576795.9061969429,1921770.419302144,290545.2963598318
257,-95.63636502186563,1499062.943439987,2657319.4595113904,1333328.9111044563,1154538.719104235,453462.58950152685,235023.45583412529,555970.4268987663,1765252.1404760163,279482.4535571726
258,-94.78384208984211,1279542.432802363,2323980.274441529,1165188.2448897692,972282.0346621444,380736.3243696558,186515.85037347768,438356.2799638683,1372353.43626125,190975.87611295324
259,-95.09384977825557,1271993.1182634437,2107192.475909913,1177823.174846577,981689.9359170067,370741.2920187055,239454.5715310946,564569.3953168746,1819532.6683076508,302018.4154483349
260,-93.86302516047397,1054282.6298572759,1808726.17322274,945088.1427786046,805187.3085216483,311631.13546395,176731.4342126255,411546.6856474395,1337773.2851285285,212107.79291435838
261,-96.61501073737546,1945464.6261305108,3392400.5677974164,1777656.2327451927,1471568.5738094067,549438.2582636967,299495.2248756929,711046.899495285,2326937.8118536905,331323.7194623086
262,-93.66019900802802,1081999.0576189419,2038675.0312941596,940576.9620255729,833238.1333934576,325824.38481534494,133469.79664979878,326404.90311030555,1015618.1178494096,141302.71013555888
263,-96.4845628256885,1710707.3646215482,2815717.1644808515,1563136.4337010921,1343948.876042745,585604.5785309621,374999.89748715144,842620.6309216849,2593581.106914526,499846.28143053054
264,-95.0193225321112,1283198.694220771,2177568.4781243,1180551.210274444,983934.5806681444,371641.77769418573,221784.99733157526,523119.3865536618,1694863.6889615564,266151.4748214105
265,-94.01850315807494,1173579.548512248,2130758.8561255983,1062705.0973202342,868816.463440137,293056.96594594663,132046.56443443403,330790.24783899926,1145638.992260005,109273.47163139241
266,-91.47341815079974,821110.8004292179,1570268.723035347,708353.9586973478,627796.5119157154,244401.984301046,91803.23904880731,225469.5817650742,705859.0455133788,88557.2125135647
267,-96.58469550871249,1920724.0374415005,3385004.9684918304,1716838.0931547969,1468881.2318347408,571979.330379729,299748.2006049038,707512.5762901702,2270603.4436271912,350376.2096369036
268,-95.21986619404163,1346395.935272853,2371008.898888325,1209459.3796797905,1046550.7559476986,415854.42107283283,223597.234356087,528126.6704903571,1653663.7774300375,273271.3142786544
269,-95.98473853150982,1501617.0592099,2502932.7369485954,1371725.4105992166,1184074.959942816,518894.8935493141,326354.118968819,731967.8206340843,2227292.3755297186,430430.3896446688
270,-94.0472880713241,1079925.4342039782,1824131.5241862934,1005789.8387316826,814887.291633648,308653.92216301226,186973.76331538166,433873.3402859238,1416090.1110229911,211382.9360582577
271,-95.56406925835475,1531844.1250056014,2850337.474206304,1413789.2635395858,1156147.392282193,451544.2791294793,205911.81367357494,484875.0202074351,1494520.373165358,182578.4544738717
