real_name,DIN_2010,DIN_2011,DIN_2012,DIN_2013,DIN_2014,DIN_2015
205,2642577.476630835,1557965.8477695582,1347929.3277082818,589076.7775381964,418744.5099073182,943870.6403207765
206,2562089.050993916,1430933.987332304,1181300.8831291562,437390.1494506166,280261.70955161756,656328.7172075384
207,3428022.443371812,1829836.7344965779,1619423.808174761,699230.0550639958,425716.7421754141,972493.4430624545
208,2900205.5303291073,1492560.3742085008,1255846.2598908406,482619.1738052717,256808.12533414338,607415.7945476505
209,3031825.699811643,1556498.3477666513,1347026.4567798353,540313.940438841,296754.6142873681,691852.3236806772
210,2724097.331310204,1385231.4588607233,1143728.7916478268,432983.60849348514,216126.01031191344,508798.86466098187
211,2083185.4044722237,1109119.4542930701,885428.1172429288,285075.87550205947,154893.14226920143,381576.0686682431
212,1600138.7957158366,817941.095204211,650351.8518940526,204923.56218028686,96213.61606902513,240685.29860712425
213,2713746.8945097243,1403780.7529003741,1259513.1829833277,576501.4529248034,334441.7083898005,750855.0194685033
214,1873309.649800268,980240.8348181641,770247.1586949683,228291.5050770666,112565.01378930209,293681.91856973275
215,2514703.424585106,1258369.438243402,1091692.18066743,450394.1305360463,233522.9512506145,537138.6520213077
216,2313805.5610738634,1167618.7224873742,1008470.1005923772,411243.84593059774,216916.72949998756,497785.59172663843
217,1833119.6825142119,853749.1319534639,735573.7102673501,311452.48219556507,129337.54600041956,296306.3627828494
218,2326465.0883394135,1240390.504796175,1009250.838958544,336385.9634611168,188078.1485812211,466139.32386684837
219,1740681.9432176177,888520.3136510807,729057.2396813503,247755.90316848733,123441.72186537072,301649.30646351824
220,3211068.803056766,1710994.178906773,1443073.8252217413,584953.2464785919,340302.53980012477,787019.1460062764
221,2359035.6644486375,1289465.2215827564,1035897.394545327,357451.961708453,211130.44555447393,502940.9371776674
222,2218755.6928941044,1113388.8247602438,981397.7232371671,422983.75722115795,225468.37940198422,520247.01415096817
223,3879923.236843634,2091236.2370653541,1786858.0033123875,693259.4817569681,421011.37451380864,983816.2769928598
224,2359607.3350974354,1199047.9011664498,1018118.020493517,389868.3149656716,202697.8406582685,484467.6198120519
225,2127286.1424184865,1003569.3482849818,885795.8176248693,350149.8432785301,154982.319446905,370346.57135190023
226,1770780.6480344513,918815.563967732,715320.0324267866,214317.1524059103,100994.84232468929,256545.6754989219
227,1965146.2669158464,949693.6884737621,786734.1749797424,264855.2871997855,109275.66442583063,273196.88665175054
228,1694855.556009547,876419.3652075009,756656.9335021325,308931.00878254627,171793.9528031525,397384.51077308366
229,3077314.6879056636,1700892.036796337,1486210.704730762,641613.6919228391,414081.39147805126,943994.8419245238
230,2292485.946383891,1188750.701480155,1042250.7181700711,422203.7287990306,240942.5938473909,563587.6003914514
231,3610226.2655480853,1871620.496147056,1626799.7910523154,672285.4196076504,379882.7121339406,877203.5022603124
232,2682464.753158508,1272812.864353715,1086468.0480076415,391191.5518598813,161153.0962990373,395070.10657684016
233,3641356.4465062344,1878777.3781486053,1626375.8857843261,651158.2343674187,361091.6545057777,848124.3333536217
234,3281618.376755511,1903723.4370715274,1639183.101706429,673354.4326014578,470681.1511377121,1078173.5418104772
235,3299045.910729297,1657695.6493664277,1357822.6379633273,484249.4536978743,227214.33581509604,553867.7343660821
236,2838439.954637122,1385373.4085025594,1187450.0801175255,461431.9433949012,215832.879082278,512289.05196797126
237,3099992.23301638,1486911.8464395597,1245315.896144594,428353.3854730861,174711.29803864204,441183.6359297821
238,2395596.1487932475,1249413.9862362717,1019648.6476879929,357114.34840233304,188361.6449777855,457005.0183840668
239,2335268.8928276654,1088176.2207136212,957741.9571255266,389494.54595730244,166786.8093272427,396390.77197363536
240,2296552.920757018,1305814.7910578814,1115274.202081819,452233.03359510814,304809.2209721618,701954.4503966526
241,2115688.8567263163,1104672.9373069163,923680.4031705662,346699.7306767317,189978.66442812863,454392.8479458518
242,1694877.17999487,858455.7828248466,727388.224606739,279607.73626557254,144546.527223859,345991.82103133
243,1861289.2600035665,950066.9826011806,753531.3434325334,249115.29260951298,116574.24432965287,284959.84618268895
244,2326843.120665511,1164343.6779802055,988413.1953099876,373709.6860088089,184857.39013244398,436413.38044475304
245,2984166.61592656,1589550.7792573401,1434253.443979853,647817.9172554477,399277.609532694,901981.1826844185
246,2521574.029154579,1280794.379225706,1079659.640761169,388256.2772972565,198642.73561087818,486145.1738370868
247,2051677.8361198436,1163029.915639423,963828.4836207429,370844.7735541297,244079.36619658928,562366.464408841
248,2120707.8093123618,1043321.4022300325,889134.8286436021,336243.370374748,159216.51415589717,383020.8817956756
249,1839633.1987811709,977568.430405029,823850.8640013844,319366.43767410907,185625.86656612312,432418.257963767
250,2484785.8405551086,1361872.3133186128,1111071.156179675,405815.72528545826,246156.40844895045,580019.1172066496
251,1461230.3437728018,796961.6347091116,650057.3530718031,291883.17692803073,171405.86728058208,375796.46912956843
252,2330346.083081587,1157447.9745279462,1024864.808339071,420846.0228131423,218250.80438561007,517058.0729256497
253,2709803.391241078,1486807.3603829434,1329517.9186982054,587579.5273745452,379187.7181724099,866685.0055072986
254,2007411.1176766714,925734.0477946596,827794.4517235596,339643.1849301983,144111.07367476297,346002.7889977292
255,4004693.784095286,2224226.951865505,1949391.0288543033,870545.5188623203,563846.1959139754,1268116.2205651524
256,2402260.7634673584,1319571.292947997,1085031.3701076247,402326.8956790907,246478.02894536848,576795.9061806601
257,2657083.7077685357,1333327.74660499,1154538.6692180543,453462.5883429665,235023.4557652169,555970.4268818724
258,2323776.9032910867,1165187.2425743835,972281.9914735395,380736.32336957083,186515.85031407812,438356.27994912775
259,2107049.726629212,1177822.529110039,981689.9040349061,370741.2913500431,239454.5714927141,564569.3953044054
260,1808572.8846897855,945087.391446214,805187.274572318,311631.13469282014,176731.4341665056,411546.68563535047
261,3392123.7197411456,1777654.9438230775,1471568.5134879341,549438.256963593,299495.224800734,711046.8994730536
262,2038467.52928405,940575.914828187,833238.091420869,325824.3838035127,133469.7965894041,326404.9030971139
263,2815532.7091654907,1563135.5376304837,1343948.8358170958,585604.5776214291,374999.8974336797,842620.630907316
264,2177408.3795060767,1180550.4871923418,983934.5461031321,371641.7769681221,221784.9972904689,523119.38654061046
265,2130557.4281609585,1062704.1465535215,868816.4195225829,293056.9649841851,132046.5643781895,330790.2478230689
266,1570101.0944922536,708353.1043126181,627796.4777671549,244401.9834712597,91803.238998969,225469.5817544113
267,3384709.160779473,1716836.6521532508,1468881.1684784545,571979.3289386644,299748.2005199029,707512.5762681974
268,2370812.437329192,1209458.4279693612,1046550.7153688,415854.4201416083,223597.2343015683,528126.6704765689
269,2502763.142158493,1371724.5606328915,1184074.9233769414,518894.89268855215,326354.1189171356,731967.8206214844
270,1823999.5214892067,1005789.2378766721,814887.2615379022,308653.9215337231,186973.76327919794,433873.3402742618
271,2850087.5840159757,1413788.0385823504,1156147.3399216891,451544.27792089095,205911.81360217265,484875.0201896506
272,2754459.4704386024,1553309.1318798624,1364387.554851561,645940.5278730923,426063.706611742,940344.5081866538
273,2308517.379709452,1182817.8231108536,1032240.1456475826,410606.75377404457,225436.88332769673,534751.2114778107
274,2424043.387005729,1170415.3239096568,1021612.7725533703,394729.6064354224,183770.6547403533,439524.37295593455
275,2204382.634305467,1132790.014497139,922520.4028709445,313337.2047566832,157622.06989475086,385304.2879729118
276,2606435.2126838164,1480479.1281370092,1238616.5632012966,519097.28305227455,341063.89234044147,768453.0907361539
277,2468840.014730749,1274387.8999755704,1100573.4497089044,445778.1655455307,248073.280372759,578453.2169500502
278,2798245.1930548553,1343196.2892159272,1162382.6026457923,441574.4877415983,198775.08076421756,484787.69238601153
279,2121580.1566141103,1072631.1814223719,900467.017200632,325368.31580632436,162942.91305932376,397857.24422784965
280,2277599.0297859143,1179648.885000239,985524.8648506294,360831.3695688414,193945.91670984644,456767.7275071273
281,3243466.9195213947,1813934.3848765583,1644521.2740502856,771682.746345226,514446.0088185006,1148796.6808364792
282,2885267.1916924473,1636490.8275792752,1391384.6369273905,585463.001934075,388233.2164105387,877774.037838506
283,2402711.813866657,1272679.6104655256,1085472.3672136336,420178.88237892225,245726.22775832796,577834.6282722778
284,2059548.932821794,1000805.9405534997,847237.1141025742,325786.9885037857,146705.58076152782,344848.252368478
285,1996657.91053553,1063062.4662724596,935832.623938445,399953.2079468021,241468.3292887945,553389.9470418282
286,2339789.507111125,1310977.4285445916,1075588.2038648974,440239.0920965963,277641.69804652216,629535.0520124679
287,2175330.8567596017,1111661.8666262962,883643.3617584619,264064.3702660842,119548.50272016328,314384.8004228715
288,2371276.474409854,1218685.0587906833,1002569.7995979848,350975.16420367814,179031.50506997138,429527.2173624109
289,2970253.657705418,1649572.668839015,1407892.8219358388,590870.7423157966,378142.8870970697,860953.8111827249
290,2273385.802036327,1197462.3390859412,1087235.7495201745,487794.75628683035,297745.07457142364,673800.1696290786
291,2727388.155651766,1351047.4988568195,1133572.7330734737,456420.3470544818,216457.54142546724,502231.2161899326
292,2336108.3165969355,1294713.3887439638,1067408.4283529613,398323.36484738166,249607.07288216482,579780.7485942838
293,1053099.5818477506,533557.0665738586,426770.65027679934,131255.42912655286,60359.38539462621,153150.04950868228
294,2055674.743686324,1014565.1584781697,833535.2690250727,319291.7984594081,144475.1772156386,334959.8761976928
295,2415025.8491674713,1201917.0842266881,992870.5971801014,338755.40945972234,154364.9824570568,379835.39846415503
296,3992518.438932299,2224321.485940026,1991442.4591250431,886760.6021908342,586514.5594586893,1334860.906130708
297,2319338.414122856,1090529.2647694503,934717.0466134942,343857.79356301576,137626.6612540481,344638.07080010866
298,2440595.0387833845,1166512.6811518837,987590.1376547604,390556.33613518823,167234.34498410986,393025.0786224227
299,2036412.4836860725,1212631.3965838826,1078713.0161619831,507046.929715593,366873.643731235,810790.4729957433
300,1785590.2592097777,904789.2108459137,724442.7760923618,224301.49659839502,102384.38626595019,260477.44364307958
301,1964789.5813350729,1074271.2143655291,876383.2547235333,322647.5342294166,193155.00215877974,456972.1678189504
302,1797573.957204947,995624.6146113304,867710.9598121832,375097.91017232515,243049.04086499303,548306.6931527484
303,2274985.0753780664,1127470.5540028512,978807.5981090929,386583.1044854001,193901.38321626923,462502.3336398383
304,2213708.8196386625,1145623.467562571,909035.3609192162,298619.54082976596,144820.76947294245,352575.6180791945
305,2530651.9884823,1439396.7259870311,1231090.671988447,518716.1105345281,347097.37239932874,794462.1488511604
306,2093883.104742537,990167.7031296244,851862.6325563438,309808.7894205831,128041.60583269906,318876.10713690403
307,1871708.234904658,880366.8932796337,762425.5292377692,296761.8095709947,125156.12838711267,302767.2776953393
308,2200274.9278104925,1211460.6709346725,987952.0947434206,395054.311197699,239421.36986237412,548801.9666642902
309,2131634.06617382,1131206.097599589,965969.3990488177,370655.2267567839,216545.00431145416,510472.0351345102
310,2601427.254800203,1266871.0182741317,1056389.5417487633,372453.962607036,160972.1045657232,401940.45451155514
311,3769705.0561033045,2003923.5583678454,1741041.717566384,699358.3605285623,417502.3382869948,977110.5025818123
312,2373177.443078219,1118959.9749736662,958756.2467297338,361430.77864993864,148681.4623039174,361587.81127149216
313,2200291.282324374,1064898.0128991036,940881.1674288368,385665.30724353046,185888.96575639088,434794.2948044697
314,2156139.6556040407,1135994.0289565912,919986.1876131163,327121.8386211804,176071.6792555295,420663.19563422585
315,3584080.6031378233,1824243.4993094988,1525144.2064956941,571379.1267619508,291815.521106908,693686.0400417009
316,2806390.354709101,1518949.4151929012,1340447.0870297295,601625.8976028991,374485.91960371664,841709.9768042527
317,3590324.4395002574,1899534.9835097035,1581467.907910875,606263.4521755344,341816.7882768744,797200.3220844865
318,1654047.9967714953,865077.6087677778,695687.4790001834,231502.90168497336,119844.91066650755,297998.69580743223
319,1721703.2207594092,859083.5927522893,740425.8464589041,287544.2909707509,146395.53133440478,340840.2565184553
320,3412776.4793089847,1804575.7669255729,1562661.6172061763,627806.2066135348,369626.9272000572,864645.4624102756
321,2341398.2440787763,1356861.5435914644,1145014.1948365187,449134.2398156882,311667.980436075,722713.9540492776
322,2293795.3461686,1262110.620213881,1083887.8918435534,461475.8715149061,291871.6841598697,661226.4347256316
323,1758397.1795254813,912586.1984966835,805575.7782977698,338673.94711702154,195074.51007985373,454700.08142719883
324,3088900.5657342314,1754210.3366886654,1449777.6173329477,576268.1402734915,378680.6518237412,866107.4669197035
325,3253190.422384387,1818028.2562963658,1619675.440259005,737746.4317189165,487110.07931449387,1093421.6352372428
326,2302988.610484781,1198600.90299073,1081944.4594960643,467947.17690539546,276195.12715825054,633988.0511972312
327,2955650.6106266114,1772229.5351859296,1539187.130490198,683414.6997425543,498794.15787584917,1119471.2677450187
328,2956951.7984236996,1635505.5757855691,1466782.048291949,671033.3644491711,437981.9647999211,986608.5336773748
329,2926957.230252112,1585774.6463672635,1328159.0678189155,520800.4200145137,312990.8691223893,724775.5223144797
330,2409533.403293475,1217359.6128278507,1065851.7300934487,435793.4783409817,232502.2363128414,542561.1780744048
331,2662957.4101627045,1301558.7929194274,1114505.9823265525,436368.89988111076,206017.88615545814,484805.4127199208
332,2894645.24655358,1479957.8455696846,1297889.4535808736,526477.6160295828,290861.72903152794,683919.3851608941
333,2413836.045660385,1203300.7969635811,1054443.6550291383,436305.0268211542,227117.8432383624,523662.88369700534
334,3212395.9548138073,1658780.2475114462,1433849.0840522854,585474.4771535607,325046.06046543084,752982.8919094017
335,3277217.8828113824,1785003.1925621647,1600505.7642216366,746115.80760549,473361.45852476073,1055809.0468198445
336,2473510.5592269786,1260902.877955721,1065206.421250982,396312.20262455306,207237.19749553202,493399.91100317665
337,2607921.8392452756,1450732.3238794866,1242663.9116250505,540087.8164497018,345607.0065763247,780569.8095886772
338,2421192.743269513,1184512.3833093564,983223.6649181253,343383.4361989788,149874.44777639626,369260.51349830686
339,1831252.8195437388,876789.9133785728,757157.8410278981,285425.2355791191,126497.45946682082,304672.72475488245
340,1895511.4355214913,1005061.3337601549,824537.0245966264,289872.0719688927,163090.0513015338,393543.79157522105
341,2000996.7230762057,983430.2029422328,843368.3441969696,315423.44239173137,151659.57023802368,367730.3750592663
342,1974515.5149010383,1082219.4893449654,898619.255797759,333601.73526034993,206354.91259408047,483035.8915231349
343,2733894.040781228,1319069.5444392085,1093779.3808784946,396896.48408493545,164131.14102959554,401485.0811636606
344,2272135.2949910527,1143143.4969204566,949592.0316278001,333562.2552283232,161150.10697632883,396673.06039059954
345,1664039.077191773,805010.1650699397,672624.7216883174,296447.84383076365,133680.03090092418,293281.6165742945
346,2249859.288465801,1213201.1031899622,995973.6257253459,360765.2598049211,210622.2696516533,495830.2810429509
347,2609651.93437099,1389052.2845499502,1205534.631148261,490237.1255091401,293766.0067183552,677045.328834972
348,2879049.4348558155,1724359.7605112267,1472377.207964793,637033.4527663789,461710.4523949608,1039049.6182547036
349,2799463.618319334,1556718.6466531877,1314830.4874664221,524392.5014975793,335612.4261351446,772254.7122058332
350,1577730.7860752463,782987.2469832326,640558.1578318545,207462.12159804336,90709.09680417378,231579.9578957309
351,3693845.204884306,1973710.2894737467,1711673.3421872365,748864.3340626609,447981.1814161578,1017654.3216395752
352,2655207.398603046,1300910.1961461054,1123343.1645025227,433273.3823173659,207575.773527438,498680.5364031882
353,2119931.958932735,1127153.8122603714,893217.9360898031,294067.21228667424,157529.8800107034,383039.89544272097
354,3005256.3364593014,1644669.1894425405,1367389.7284649627,543271.6970486457,331067.3721474967,760183.0329081754
355,2056990.656724465,1060344.2427888338,899495.7599116473,336001.5019501392,180946.61928087802,431012.67668232037
356,2696754.6516426583,1418754.6593381625,1202910.6906832345,458096.84118014923,260143.25531623352,616716.3200072782
357,1558389.020660207,800666.4967259528,638045.6077887857,207541.9936373534,98897.98149753845,245176.85403206424
358,2612408.2494750987,1345386.935542649,1132611.3318613402,426752.3235928386,227413.8236145647,534535.4948531513
359,2558724.3494833554,1354245.1055109112,1144734.7498651429,439346.1570503744,252192.57537147915,587717.2115245711
360,2203875.930511937,1083120.2385229452,922688.3591238712,376363.38283334876,180029.61049238805,414997.36271359643
361,4328885.054283462,2354727.551267295,2066602.512520815,884801.8706839758,555539.7754764713,1266809.1025544167
362,3447704.901469949,1966113.9285839843,1694044.4483706183,754228.1966213743,504209.47938286624,1131177.722733536
363,3209013.5597794116,1789278.863788596,1561754.0618390106,701655.2162949126,455811.92306069366,1022161.4568976013
364,2680742.906265774,1439067.1711666964,1261275.459844745,559308.9894638241,341535.34693222406,769071.276711199
365,1889182.6864379041,957861.3051858238,798974.9349801056,285669.67813616124,143675.83727057977,347380.3245375203
366,1563103.9125346416,792725.3014832257,643217.4226676159,211328.6905414954,99345.61498988661,246245.65048442743
367,1489058.3774065909,747311.1184301785,620430.6825378365,232630.0942702833,112840.57214405037,266670.9103826357
368,2110991.3847210077,1130667.6919652943,919866.5636592455,319754.8376707835,181936.03345322915,432773.88286886085
369,2084075.1373874266,1138811.3712834686,940259.0587704307,355738.6537350074,215395.3092727171,499607.0963451974
370,2950982.472773523,1451439.998165939,1229632.723711783,451691.843158266,210971.8789956706,511502.96388461196
371,3779667.080804767,2084829.5622930895,1805576.6102759314,786660.8831190447,500128.3597761377,1136440.14088162
372,1531999.8704404465,807450.0610850183,637785.1467498032,197806.7204069595,102588.41845032288,256789.44500989502
373,1478212.0351805277,762835.960573624,602660.3121619296,185665.35001835664,89506.67276532554,224463.62365491522
374,2742915.6910737413,1489499.0699488444,1223729.904434256,475452.91443843796,281351.7306937659,650546.3655468125
375,2564677.184400047,1230102.9355904132,1034390.4969077673,360750.1135204479,149009.8115645847,375967.392761378
376,1671993.7449978346,852891.313782461,696767.9570367957,237589.99297444327,117770.25053537132,287390.51911001274
377,2227022.0293496205,1222673.7358444277,1022271.6639235001,380747.1411335272,236700.42032188797,562497.0855398742
378,1646041.9995642405,854418.5667013171,725037.8166992435,277935.6815990754,152894.747986956,357814.83013203257
379,1622348.7004632899,858749.2828637592,682303.611555309,215409.01598333384,114924.86343195842,283516.437266688
380,2310799.9262107215,1191502.3506397617,979700.3509814023,350563.6563770424,181242.53242431514,434268.8793199578
381,2073879.9619992962,1058275.2540304556,865158.2762740575,322790.2649164064,160819.69646696828,384211.89279967354
382,2210982.517878744,1181756.789492449,976520.4177779217,352395.85870804056,203827.46555534672,480871.0299520486
383,1462828.8935786393,764750.4792413563,606946.5419443038,187172.5862581744,94771.67341783246,237305.6828189718
384,1411389.586021855,681658.7682526137,621047.0841563374,278532.9413980289,141852.4699852382,321594.7505686323
385,2841993.2194599267,1423768.3072868488,1254527.8201360626,508466.76047914824,267381.05860860186,629140.9178575078
386,2662090.905587447,1337075.7196511908,1176064.310293453,475552.9066214355,252449.16641262476,590781.8641610907
387,2510670.558661612,1189996.4350870443,1044380.3614783825,407154.8428392436,181317.60209973095,436529.9106909106
388,1992336.0930805765,1151782.9844301655,978431.9069336008,403311.7068197147,277404.65435577324,629366.1338584438
389,3551336.2210858213,1894077.562624941,1658225.4388690137,723254.40173263,434307.91161498195,985887.9871351726
390,2618986.305543392,1385173.939422149,1185306.6087759496,489975.8238585051,284580.81796885957,647836.127980642
391,2242800.3004379747,1108356.610983296,902327.4720110628,321357.37560871814,140806.12170226846,339048.99466675817
392,2951264.24578581,1774289.040155672,1568151.025422673,724861.513125341,529668.419698534,1181168.826021257
393,1619846.3265645348,813054.1149588847,674347.5872283545,229186.34814616945,109967.75820096808,270527.46422243956
394,2338257.4066239623,1105046.6791300497,940608.4313595656,339128.02718277264,136982.43116997165,335503.4249104707
395,2371885.999988892,1347686.4646254962,1189918.8394760112,543735.006073334,366445.3553028178,819459.3682405585
396,2525804.127459193,1313043.130868856,1151672.2593518826,495916.991864499,284552.0045163992,645100.6846533112
397,1509100.8214813073,766442.2970180783,617971.913344616,205425.29311209114,96761.30203458836,242215.66700730074
398,2767639.055515502,1513365.422736214,1210752.184676117,430041.4438654268,252002.5928422384,597240.5725809433
399,2843766.8228297685,1747982.2158225256,1494610.8798261287,690078.5840777307,509935.8204539,1130551.722278354
400,2749418.52666183,1429115.6116762457,1181208.487410031,428227.57458595606,229083.80763006545,543663.9246220354
401,2337650.0319427857,1259857.7738774118,1129160.4580846895,528166.9498624447,328618.5236692512,733903.6976330195
402,2725154.568702792,1349340.6961375165,1183813.223076376,494540.931441548,252925.2312009826,586640.8690114474
403,1626666.6557689763,781451.6566623324,665394.332082957,241182.83999637346,104098.55496948888,251821.44570016128
404,2080464.8817412436,1010537.0535084123,849494.7547736701,303262.3435032754,132250.57652706958,324043.17724276695
405,2215417.146936399,1264104.4903601245,1070025.2022084545,424737.3405800754,287107.0981036058,659222.968178299
406,2409488.818306631,1185092.470450397,993024.9161690804,377773.87729132385,173101.99185614937,413335.80439897534
407,2989088.9323076564,1561977.7528936237,1333052.3233649528,532818.2768281207,299825.55744029226,700427.6811868697
408,2228385.4904884635,1233070.3390320167,1012138.697065326,366612.29195336526,229707.42402998,542116.8524554654
409,2594540.526390802,1299839.8131072742,1137149.5302250183,458579.2957082116,240982.40002542757,558969.7599075509
410,2656703.8476282647,1342147.5846682116,1153931.3598985032,454902.82283020637,237330.39566060103,561080.9544301418
